cell,x_bars,depth_min,vol_K,saucer,exit,hard_stop,liq_cr,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
x20|d20|k5|s0|DON20|h0|L2,20,20.0,5.0,0,DON20,0,2.0,1723,10,13.39,12.81,13.8,-30.4,-30.61,0.442,0.897,835,41.3,28.79,-10.56,5.71,18,38.5,15273041.0
x20|d20|k5|s1|ST_14_4|h1|L2,20,20.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x20|d20|k5|s1|DON20|h0|L2,20,20.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x40|d0|k0|s0|ST_14_4|h1|L2,40,0.0,0.0,0,ST_14_4,1,2.0,5776,10,19.59,18.86,20.83,-34.27,-37.36,0.575,1.172,957,39.9,33.67,-8.54,8.324,20,44.2,48440528.0
x40|d0|k0|s0|DON20|h0|L2,40,0.0,0.0,0,DON20,0,2.0,5776,10,16.0,15.45,16.63,-38.99,-40.92,0.41,0.972,1459,42.8,21.36,-8.17,4.483,20,67.3,25003387.0
x40|d0|k0|s1|ST_14_4|h1|L2,40,0.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x40|d0|k0|s1|DON20|h0|L2,40,0.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x40|d0|k2|s0|ST_14_4|h1|L2,40,0.0,2.0,0,ST_14_4,1,2.0,4337,10,17.51,17.07,18.63,-33.54,-35.19,0.521,1.055,936,37.9,34.44,-8.73,7.604,20,43.2,33127783.0
x40|d0|k2|s0|DON20|h0|L2,40,0.0,2.0,0,DON20,0,2.0,4337,10,15.65,15.25,16.53,-30.01,-33.98,0.536,0.974,1301,44.6,21.76,-8.93,4.761,16,60.0,23437324.0
x40|d0|k2|s1|ST_14_4|h1|L2,40,0.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x40|d0|k2|s1|DON20|h0|L2,40,0.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x40|d0|k3|s0|ST_14_4|h1|L2,40,0.0,3.0,0,ST_14_4,1,2.0,3428,10,15.39,15.08,15.99,-31.95,-33.02,0.481,0.984,877,37.0,33.85,-8.81,6.964,19,40.5,22312145.0
x40|d0|k3|s0|DON20|h0|L2,40,0.0,3.0,0,DON20,0,2.0,3428,10,16.23,15.57,16.55,-28.92,-30.0,0.558,1.006,1155,44.4,23.86,-9.29,5.415,13,53.3,26083614.0
x40|d0|k3|s1|ST_14_4|h1|L2,40,0.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x40|d0|k3|s1|DON20|h0|L2,40,0.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x40|d0|k5|s0|ST_14_4|h1|L2,40,0.0,5.0,0,ST_14_4,1,2.0,2341,10,16.11,15.91,16.47,-31.65,-33.25,0.508,1.06,761,34.8,40.93,-8.94,8.394,12,35.1,25518279.0
x40|d0|k5|s0|DON20|h0|L2,40,0.0,5.0,0,DON20,0,2.0,2341,10,14.66,13.9,14.85,-35.06,-35.57,0.417,0.966,957,42.4,26.9,-9.88,5.689,16,44.2,19451654.0
x40|d0|k5|s1|ST_14_4|h1|L2,40,0.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x40|d0|k5|s1|DON20|h0|L2,40,0.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x40|d10|k0|s0|ST_14_4|h1|L2,40,10.0,0.0,0,ST_14_4,1,2.0,5569,10,18.55,18.23,19.94,-33.54,-35.61,0.553,1.113,955,39.8,33.3,-8.6,8.028,18,44.0,40057236.0
x40|d10|k0|s0|DON20|h0|L2,40,10.0,0.0,0,DON20,0,2.0,5569,10,16.43,15.24,16.83,-36.0,-38.31,0.447,0.984,1439,42.8,21.81,-8.35,4.658,22,66.3,27105998.0
x40|d10|k0|s1|ST_14_4|h1|L2,40,10.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x40|d10|k0|s1|DON20|h0|L2,40,10.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x40|d10|k2|s0|ST_14_4|h1|L2,40,10.0,2.0,0,ST_14_4,1,2.0,4195,10,17.3,16.7,17.7,-34.78,-35.24,0.5,1.039,929,37.5,34.71,-8.77,7.552,18,42.8,31813904.0
x40|d10|k2|s0|DON20|h0|L2,40,10.0,2.0,0,DON20,0,2.0,4195,10,15.47,15.09,16.11,-29.44,-35.05,0.53,0.956,1297,44.2,22.12,-9.1,4.712,15,59.8,22624706.0
x40|d10|k2|s1|ST_14_4|h1|L2,40,10.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x40|d10|k2|s1|DON20|h0|L2,40,10.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x40|d10|k3|s0|ST_14_4|h1|L2,40,10.0,3.0,0,ST_14_4,1,2.0,3315,10,15.16,14.78,15.42,-33.27,-37.46,0.458,0.972,881,36.4,34.15,-8.82,6.806,19,40.7,21355727.0
x40|d10|k3|s0|DON20|h0|L2,40,10.0,3.0,0,DON20,0,2.0,3315,10,15.31,14.75,15.78,-27.47,-29.1,0.559,0.955,1153,43.5,23.92,-9.39,5.083,13,53.2,21952919.0
x40|d10|k3|s1|ST_14_4|h1|L2,40,10.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x40|d10|k3|s1|DON20|h0|L2,40,10.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x40|d10|k5|s0|ST_14_4|h1|L2,40,10.0,5.0,0,ST_14_4,1,2.0,2281,10,16.97,16.52,17.1,-32.13,-34.03,0.53,1.093,756,35.3,41.24,-9.01,8.778,12,34.9,29944527.0
x40|d10|k5|s0|DON20|h0|L2,40,10.0,5.0,0,DON20,0,2.0,2281,10,13.46,13.06,14.07,-29.94,-30.17,0.45,0.901,955,41.9,26.12,-9.99,5.133,15,44.0,15467990.0
x40|d10|k5|s1|ST_14_4|h1|L2,40,10.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x40|d10|k5|s1|DON20|h0|L2,40,10.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x40|d20|k0|s0|ST_14_4|h1|L2,40,20.0,0.0,0,ST_14_4,1,2.0,3881,10,19.4,18.75,20.19,-31.92,-31.92,0.607,1.143,896,38.6,36.37,-8.9,8.487,15,41.3,46772836.0
x40|d20|k0|s0|DON20|h0|L2,40,20.0,0.0,0,DON20,0,2.0,3881,10,17.37,16.8,18.34,-33.69,-34.71,0.511,1.035,1235,43.0,24.56,-8.91,5.46,18,57.0,32257957.0
x40|d20|k0|s1|ST_14_4|h1|L2,40,20.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x40|d20|k0|s1|DON20|h0|L2,40,20.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x40|d20|k2|s0|ST_14_4|h1|L2,40,20.0,2.0,0,ST_14_4,1,2.0,2977,10,17.07,16.64,17.44,-33.61,-34.13,0.508,1.027,865,34.5,39.81,-9.18,7.773,19,39.9,30520216.0
x40|d20|k2|s0|DON20|h0|L2,40,20.0,2.0,0,DON20,0,2.0,2977,10,14.41,14.06,15.32,-35.94,-36.02,0.401,0.897,1115,42.0,25.46,-9.79,4.984,14,51.5,18542549.0
x40|d20|k2|s1|ST_14_4|h1|L2,40,20.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x40|d20|k2|s1|DON20|h0|L2,40,20.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x40|d20|k3|s0|ST_14_4|h1|L2,40,20.0,3.0,0,ST_14_4,1,2.0,2375,10,16.46,16.21,16.59,-32.12,-32.12,0.512,1.026,789,34.2,40.85,-9.15,7.879,19,36.4,27254532.0
x40|d20|k3|s0|DON20|h0|L2,40,20.0,3.0,0,DON20,0,2.0,2375,10,13.64,13.13,14.06,-35.6,-35.6,0.383,0.869,991,42.2,26.08,-10.27,5.073,15,45.7,16013996.0
x40|d20|k3|s1|ST_14_4|h1|L2,40,20.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x40|d20|k3|s1|DON20|h0|L2,40,20.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x40|d20|k5|s0|ST_14_4|h1|L2,40,20.0,5.0,0,ST_14_4,1,2.0,1668,10,15.99,15.85,16.13,-30.88,-32.11,0.519,1.059,687,32.3,46.39,-9.2,8.785,16,31.7,24961729.0
x40|d20|k5|s0|DON20|h0|L2,40,20.0,5.0,0,DON20,0,2.0,1668,10,12.55,12.36,12.84,-30.43,-30.71,0.413,0.865,818,41.3,28.03,-10.57,5.347,15,37.8,12985716.0
x40|d20|k5|s1|ST_14_4|h1|L2,40,20.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x40|d20|k5|s1|DON20|h0|L2,40,20.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x60|d0|k0|s0|ST_14_4|h1|L2,60,0.0,0.0,0,ST_14_4,1,2.0,4651,10,18.77,18.58,19.64,-29.24,-31.06,0.64,1.149,934,40.6,32.4,-8.59,8.054,17,43.1,41691420.0
x60|d0|k0|s0|DON20|h0|L2,60,0.0,0.0,0,DON20,0,2.0,4651,10,16.27,15.22,16.85,-31.99,-37.31,0.522,1.0,1351,43.5,21.45,-8.17,4.81,12,62.3,26270682.0
x60|d0|k0|s1|ST_14_4|h1|L2,60,0.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x60|d0|k0|s1|DON20|h0|L2,60,0.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x60|d0|k2|s0|ST_14_4|h1|L2,60,0.0,2.0,0,ST_14_4,1,2.0,3483,10,16.81,16.34,17.46,-33.4,-33.5,0.504,1.026,895,37.7,34.39,-8.82,7.5,16,41.3,29102222.0
x60|d0|k2|s0|DON20|h0|L2,60,0.0,2.0,0,DON20,0,2.0,3483,10,14.36,13.47,14.6,-37.41,-41.19,0.381,0.915,1213,43.2,22.74,-9.15,4.658,14,55.9,18333131.0
x60|d0|k2|s1|ST_14_4|h1|L2,60,0.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x60|d0|k2|s1|DON20|h0|L2,60,0.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x60|d0|k3|s0|ST_14_4|h1|L2,60,0.0,3.0,0,ST_14_4,1,2.0,2744,10,15.68,15.24,16.11,-32.53,-33.74,0.482,0.998,836,36.9,34.71,-8.85,7.293,17,38.5,23561356.0
x60|d0|k3|s0|DON20|h0|L2,60,0.0,3.0,0,DON20,0,2.0,2744,10,12.23,11.49,12.84,-36.9,-40.81,0.334,0.812,1095,42.4,23.12,-9.69,4.239,15,50.5,12213387.0
x60|d0|k3|s1|ST_14_4|h1|L2,60,0.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x60|d0|k3|s1|DON20|h0|L2,60,0.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x60|d0|k5|s0|ST_14_4|h1|L2,60,0.0,5.0,0,ST_14_4,1,2.0,1897,10,15.51,15.2,15.77,-33.46,-33.78,0.465,1.039,727,34.7,41.03,-8.99,8.341,12,33.5,22815640.0
x60|d0|k5|s0|DON20|h0|L2,60,0.0,5.0,0,DON20,0,2.0,1897,10,13.3,13.14,13.77,-30.19,-30.46,0.442,0.899,886,41.8,27.08,-10.09,5.411,14,40.9,15014123.0
x60|d0|k5|s1|ST_14_4|h1|L2,60,0.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x60|d0|k5|s1|DON20|h0|L2,60,0.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x60|d10|k0|s0|ST_14_4|h1|L2,60,10.0,0.0,0,ST_14_4,1,2.0,4580,10,17.73,17.33,18.79,-31.02,-31.87,0.571,1.092,935,39.3,32.68,-8.57,7.579,17,43.2,34481650.0
x60|d10|k0|s0|DON20|h0|L2,60,10.0,0.0,0,DON20,0,2.0,4580,10,16.36,15.75,16.62,-30.98,-36.07,0.531,1.003,1342,43.4,21.95,-8.27,4.855,14,61.8,26758138.0
x60|d10|k0|s1|ST_14_4|h1|L2,60,10.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x60|d10|k0|s1|DON20|h0|L2,60,10.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x60|d10|k2|s0|ST_14_4|h1|L2,60,10.0,2.0,0,ST_14_4,1,2.0,3439,10,16.73,16.33,17.04,-33.4,-33.44,0.502,1.019,891,37.4,34.85,-8.84,7.499,19,41.1,28686398.0
x60|d10|k2|s0|DON20|h0|L2,60,10.0,2.0,0,DON20,0,2.0,3439,10,14.46,13.57,14.7,-36.86,-39.48,0.395,0.921,1200,43.3,22.86,-9.21,4.697,15,55.3,18701150.0
x60|d10|k2|s1|ST_14_4|h1|L2,60,10.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x60|d10|k2|s1|DON20|h0|L2,60,10.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x60|d10|k3|s0|ST_14_4|h1|L2,60,10.0,3.0,0,ST_14_4,1,2.0,2716,10,15.32,14.72,16.05,-32.53,-32.53,0.47,0.982,834,36.7,34.83,-8.87,7.097,17,38.5,21983172.0
x60|d10|k3|s0|DON20|h0|L2,60,10.0,3.0,0,DON20,0,2.0,2716,10,12.38,11.47,12.82,-33.8,-39.28,0.36,0.818,1083,42.0,23.67,-9.75,4.315,15,50.0,12575222.0
x60|d10|k3|s1|ST_14_4|h1|L2,60,10.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x60|d10|k3|s1|DON20|h0|L2,60,10.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x60|d10|k5|s0|ST_14_4|h1|L2,60,10.0,5.0,0,ST_14_4,1,2.0,1882,10,15.41,15.33,15.52,-32.95,-33.26,0.468,1.027,726,34.2,41.36,-9.01,8.219,12,33.5,22379019.0
x60|d10|k5|s0|DON20|h0|L2,60,10.0,5.0,0,DON20,0,2.0,1882,10,13.4,13.08,13.59,-30.21,-30.46,0.441,0.906,881,42.0,26.95,-10.12,5.472,14,40.7,15294782.0
x60|d10|k5|s1|ST_14_4|h1|L2,60,10.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x60|d10|k5|s1|DON20|h0|L2,60,10.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x60|d20|k0|s0|ST_14_4|h1|L2,60,20.0,0.0,0,ST_14_4,1,2.0,3619,10,19.99,19.3,20.84,-30.05,-30.05,0.665,1.187,858,39.5,36.78,-8.92,9.139,14,39.6,52089210.0
x60|d20|k0|s0|DON20|h0|L2,60,20.0,0.0,0,DON20,0,2.0,3619,10,16.82,16.71,17.32,-35.48,-36.07,0.479,1.028,1205,43.3,24.11,-8.85,5.423,23,55.6,29130262.0
x60|d20|k0|s1|ST_14_4|h1|L2,60,20.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x60|d20|k0|s1|DON20|h0|L2,60,20.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x60|d20|k2|s0|ST_14_4|h1|L2,60,20.0,2.0,0,ST_14_4,1,2.0,2772,10,19.25,18.87,19.56,-32.37,-32.39,0.595,1.132,818,35.8,41.55,-9.1,9.042,17,37.7,45507642.0
x60|d20|k2|s0|DON20|h0|L2,60,20.0,2.0,0,DON20,0,2.0,2772,10,14.76,14.13,15.03,-34.32,-34.37,0.429,0.929,1067,42.5,25.44,-9.71,5.234,15,49.2,19798982.0
x60|d20|k2|s1|ST_14_4|h1|L2,60,20.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x60|d20|k2|s1|DON20|h0|L2,60,20.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x60|d20|k3|s0|ST_14_4|h1|L2,60,20.0,3.0,0,ST_14_4,1,2.0,2209,10,17.2,16.25,17.82,-30.38,-36.75,0.566,1.079,755,35.5,40.72,-9.16,8.628,15,34.8,31301214.0
x60|d20|k3|s0|DON20|h0|L2,60,20.0,3.0,0,DON20,0,2.0,2209,10,13.14,12.54,13.75,-30.99,-35.2,0.424,0.855,959,42.2,25.62,-10.09,4.986,15,44.2,14546631.0
x60|d20|k3|s1|ST_14_4|h1|L2,60,20.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x60|d20|k3|s1|DON20|h0|L2,60,20.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x60|d20|k5|s0|ST_14_4|h1|L2,60,20.0,5.0,0,ST_14_4,1,2.0,1555,10,15.2,15.11,15.25,-32.39,-32.58,0.468,1.046,667,32.7,44.97,-9.12,8.555,15,30.8,21530908.0
x60|d20|k5|s0|DON20|h0|L2,60,20.0,5.0,0,DON20,0,2.0,1555,10,13.16,12.92,13.49,-31.45,-31.53,0.42,0.911,785,42.1,28.38,-10.48,5.83,14,36.2,14620042.0
x60|d20|k5|s1|ST_14_4|h1|L2,60,20.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x60|d20|k5|s1|DON20|h0|L2,60,20.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x120|d0|k0|s0|ST_14_4|h1|L2,120,0.0,0.0,0,ST_14_4,1,2.0,3000,10,19.02,17.85,19.65,-28.6,-28.65,0.665,1.168,832,37.9,37.67,-8.57,8.845,19,38.4,43678268.0
x120|d0|k0|s0|DON20|h0|L2,120,0.0,0.0,0,DON20,0,2.0,3000,10,14.52,14.22,15.49,-33.53,-35.7,0.438,0.956,1161,44.0,21.18,-8.41,4.604,15,53.5,18909149.0
x120|d0|k0|s1|ST_14_4|h1|L2,120,0.0,0.0,1,ST_14_4,1,2.0,89,10,6.52,6.52,6.52,-13.53,-13.53,0.482,1.52,89,36.0,37.9,-9.36,7.635,10,4.1,3935642.0
x120|d0|k0|s1|DON20|h0|L2,120,0.0,0.0,1,DON20,0,2.0,89,10,5.53,5.53,5.53,-7.34,-7.34,0.753,1.88,89,39.3,16.51,-7.7,1.819,8,4.1,3212315.0
x120|d0|k2|s0|ST_14_4|h1|L2,120,0.0,2.0,0,ST_14_4,1,2.0,2252,10,18.26,18.1,18.73,-31.12,-31.12,0.587,1.143,761,36.0,41.81,-8.81,9.353,16,35.1,37995666.0
x120|d0|k2|s0|DON20|h0|L2,120,0.0,2.0,0,DON20,0,2.0,2252,10,12.54,12.04,12.75,-29.8,-33.44,0.424,0.861,1016,42.3,22.49,-8.95,4.375,14,46.8,12965171.0
x120|d0|k2|s1|ST_14_4|h1|L2,120,0.0,2.0,1,ST_14_4,1,2.0,69,10,6.63,6.63,6.63,-13.34,-13.34,0.497,1.663,69,40.6,39.26,-9.92,10.035,8,3.2,4020702.0
x120|d0|k2|s1|DON20|h0|L2,120,0.0,2.0,1,DON20,0,2.0,69,10,5.65,5.65,5.65,-5.23,-5.23,1.079,2.155,69,44.9,16.36,-8.33,2.761,5,3.2,3291244.0
x120|d0|k3|s0|ST_14_4|h1|L2,120,0.0,3.0,0,ST_14_4,1,2.0,1773,10,16.37,16.26,16.4,-32.72,-32.72,0.5,1.059,711,35.9,39.79,-8.81,8.612,15,32.8,26801795.0
x120|d0|k3|s0|DON20|h0|L2,120,0.0,3.0,0,DON20,0,2.0,1773,10,13.44,13.27,13.49,-27.52,-29.55,0.487,0.938,879,43.3,24.52,-9.47,5.247,18,40.5,15404379.0
x120|d0|k3|s1|ST_14_4|h1|L2,120,0.0,3.0,1,ST_14_4,1,2.0,56,10,6.64,6.64,6.64,-11.13,-11.13,0.597,1.78,56,44.6,39.11,-10.04,11.902,6,2.6,4036413.0
x120|d0|k3|s1|DON20|h0|L2,120,0.0,3.0,1,DON20,0,2.0,56,10,5.83,5.83,5.83,-5.22,-5.22,1.117,2.334,56,51.8,17.06,-8.94,4.52,4,2.6,3415404.0
x120|d0|k5|s0|ST_14_4|h1|L2,120,0.0,5.0,0,ST_14_4,1,2.0,1235,10,13.88,13.8,14.05,-25.45,-25.45,0.545,1.007,621,33.2,41.76,-8.79,8.021,12,28.6,16738956.0
x120|d0|k5|s0|DON20|h0|L2,120,0.0,5.0,0,DON20,0,2.0,1235,10,11.01,10.73,11.22,-24.55,-26.19,0.447,0.871,736,40.1,26.42,-9.82,4.7,14,33.9,9638994.0
x120|d0|k5|s1|ST_14_4|h1|L2,120,0.0,5.0,1,ST_14_4,1,2.0,35,10,6.74,6.74,6.74,-8.69,-8.69,0.776,1.973,35,45.7,54.83,-11.03,19.075,4,1.6,4115627.0
x120|d0|k5|s1|DON20|h0|L2,120,0.0,5.0,1,DON20,0,2.0,35,10,5.75,5.75,5.75,-4.93,-4.93,1.165,2.647,35,51.4,20.35,-10.06,5.581,3,1.6,3360360.0
x120|d10|k0|s0|ST_14_4|h1|L2,120,10.0,0.0,0,ST_14_4,1,2.0,2995,10,19.09,17.82,19.66,-28.59,-28.65,0.667,1.169,831,37.9,37.79,-8.56,8.877,19,38.3,44227506.0
x120|d10|k0|s0|DON20|h0|L2,120,10.0,0.0,0,DON20,0,2.0,2995,10,14.69,14.07,15.44,-33.2,-35.39,0.449,0.959,1158,44.1,21.32,-8.41,4.68,15,53.4,19523637.0
x120|d10|k0|s1|ST_14_4|h1|L2,120,10.0,0.0,1,ST_14_4,1,2.0,89,10,6.52,6.52,6.52,-13.53,-13.53,0.482,1.52,89,36.0,37.9,-9.36,7.635,10,4.1,3935642.0
x120|d10|k0|s1|DON20|h0|L2,120,10.0,0.0,1,DON20,0,2.0,89,10,5.53,5.53,5.53,-7.34,-7.34,0.753,1.88,89,39.3,16.51,-7.7,1.819,8,4.1,3212315.0
x120|d10|k2|s0|ST_14_4|h1|L2,120,10.0,2.0,0,ST_14_4,1,2.0,2248,10,18.24,18.18,18.72,-31.12,-31.12,0.587,1.14,761,36.0,41.58,-8.82,9.327,15,35.1,37890060.0
x120|d10|k2|s0|DON20|h0|L2,120,10.0,2.0,0,DON20,0,2.0,2248,10,12.48,12.14,13.24,-30.73,-33.06,0.405,0.855,1011,42.5,22.33,-8.93,4.363,14,46.7,12798940.0
x120|d10|k2|s1|ST_14_4|h1|L2,120,10.0,2.0,1,ST_14_4,1,2.0,69,10,6.63,6.63,6.63,-13.34,-13.34,0.497,1.663,69,40.6,39.26,-9.92,10.035,8,3.2,4020702.0
x120|d10|k2|s1|DON20|h0|L2,120,10.0,2.0,1,DON20,0,2.0,69,10,5.65,5.65,5.65,-5.23,-5.23,1.079,2.155,69,44.9,16.36,-8.33,2.761,5,3.2,3291244.0
