weights,n,w_OA,w_TN,w_IPO,w_GOLD,w_MYB,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.20|OA:0.10|TN:0.70,3,0.1,0.7,0.0,0.2,0.0,19.8,-7.07,-12.37,1.616,-0.067,114,310,310,21.47,-8.87,-12.0,1.915,-0.062,124,352,352,False,1.616
IPO:0.10|MYB:0.10|OA:0.10|TN:0.70,4,0.1,0.7,0.1,0.0,0.1,22.39,-4.47,-13.01,1.808,0.032,213,360,360,25.69,-4.64,-13.01,2.092,0.097,235,360,360,False,1.808
GOLD:0.10|IPO:0.10|OA:0.10|TN:0.70,4,0.1,0.7,0.1,0.1,0.0,21.44,-5.41,-12.48,1.716,0.054,226,360,360,23.96,-6.38,-12.23,2.024,0.08,226,360,360,False,1.716
IPO:0.20|OA:0.10|TN:0.70,3,0.1,0.7,0.2,0.0,0.0,22.98,-3.81,-13.09,1.829,0.096,269,360,360,26.39,-3.98,-12.85,2.128,0.141,277,360,360,False,1.829
MYB:0.10|OA:0.10|TN:0.80,3,0.1,0.8,0.0,0.0,0.1,21.08,-5.8,-14.82,1.474,-0.271,5,360,360,23.49,-6.8,-14.82,1.693,-0.317,6,360,360,False,1.474
GOLD:0.10|OA:0.10|TN:0.80,3,0.1,0.8,0.0,0.1,0.0,20.15,-6.73,-14.5,1.431,-0.27,9,330,330,21.76,-8.5,-13.94,1.705,-0.309,4,360,360,False,1.431
IPO:0.10|OA:0.10|TN:0.80,3,0.1,0.8,0.1,0.0,0.0,21.74,-5.12,-14.4,1.566,-0.18,23,360,359,24.21,-6.04,-14.4,1.815,-0.192,40,360,360,False,1.566
OA:0.10|TN:0.90,2,0.1,0.9,0.0,0.0,0.0,20.4,-6.51,-16.79,1.275,-0.448,0,0,0,21.98,-8.16,-16.78,1.475,-0.544,0,0,0,False,1.275
MYB:0.80|OA:0.20,2,0.2,0.0,0.0,0.0,0.8,25.98,-0.62,-14.34,1.808,0.135,254,0,0,34.65,4.44,-14.34,2.409,0.503,336,24,24,False,1.808
GOLD:0.10|MYB:0.70|OA:0.20,3,0.2,0.0,0.0,0.1,0.7,25.18,-1.41,-11.97,2.087,0.382,324,0,0,33.04,2.77,-11.97,2.746,0.801,352,216,216,False,2.087
GOLD:0.20|MYB:0.60|OA:0.20,3,0.2,0.0,0.0,0.2,0.6,24.32,-2.29,-10.72,2.276,0.574,343,60,60,31.35,1.02,-10.72,2.944,1.004,359,252,252,False,2.276
GOLD:0.30|MYB:0.50|OA:0.20,3,0.2,0.0,0.0,0.3,0.5,23.42,-3.22,-9.5,2.465,0.776,354,192,192,29.64,-0.7,-9.5,3.147,1.211,359,336,336,False,2.465
GOLD:0.40|MYB:0.40|OA:0.20,3,0.2,0.0,0.0,0.4,0.4,22.4,-4.25,-8.79,2.535,0.853,359,240,240,27.84,-2.49,-8.28,3.389,1.446,360,360,360,False,2.535
GOLD:0.50|MYB:0.30|OA:0.20,3,0.2,0.0,0.0,0.5,0.3,21.32,-5.33,-10.93,1.947,0.255,317,0,0,26.02,-4.38,-7.9,3.321,1.401,360,360,360,False,1.947
GOLD:0.60|MYB:0.20|OA:0.20,3,0.2,0.0,0.0,0.6,0.2,20.16,-6.46,-13.07,1.542,-0.148,103,0,0,24.13,-6.25,-8.02,3.02,1.106,360,360,360,False,1.542
GOLD:0.70|MYB:0.10|OA:0.20,3,0.2,0.0,0.0,0.7,0.1,18.94,-7.66,-15.17,1.252,-0.438,7,0,0,22.15,-8.19,-8.21,2.707,0.79,356,156,156,False,1.252
GOLD:0.80|OA:0.20,2,0.2,0.0,0.0,0.8,0.0,17.7,-8.93,-17.23,1.029,-0.657,0,0,0,20.12,-10.21,-8.41,2.4,0.492,339,12,12,False,1.029
IPO:0.10|MYB:0.70|OA:0.20,3,0.2,0.0,0.1,0.0,0.7,26.8,0.24,-13.53,1.984,0.306,313,0,348,35.66,5.39,-13.53,2.63,0.718,354,120,360,False,1.984
GOLD:0.10|IPO:0.10|MYB:0.60|OA:0.20,4,0.2,0.0,0.1,0.1,0.6,26.01,-0.62,-11.4,2.285,0.613,347,96,360,34.07,3.72,-11.4,2.984,1.089,359,288,360,False,2.285
GOLD:0.20|IPO:0.10|MYB:0.50|OA:0.20,4,0.2,0.0,0.1,0.2,0.5,25.14,-1.52,-10.2,2.465,0.827,357,204,348,32.4,1.92,-10.2,3.191,1.309,360,336,360,False,2.465
GOLD:0.30|IPO:0.10|MYB:0.40|OA:0.20,4,0.2,0.0,0.1,0.3,0.4,24.17,-2.49,-8.94,2.702,1.074,359,288,336,30.63,0.14,-8.94,3.43,1.572,360,360,348,False,2.702
GOLD:0.40|IPO:0.10|MYB:0.30|OA:0.20,4,0.2,0.0,0.1,0.4,0.3,23.1,-3.51,-8.5,2.713,1.028,360,348,360,28.76,-1.62,-7.65,3.769,1.918,360,360,360,False,2.713
GOLD:0.50|IPO:0.10|MYB:0.20|OA:0.20,4,0.2,0.0,0.1,0.5,0.2,22.0,-4.62,-10.67,2.061,0.378,335,0,360,26.89,-3.48,-6.77,4.024,2.105,360,360,360,False,2.061
GOLD:0.60|IPO:0.10|MYB:0.10|OA:0.20,4,0.2,0.0,0.1,0.6,0.1,20.87,-5.79,-12.81,1.627,-0.06,155,0,360,24.92,-5.47,-6.79,3.667,1.768,360,360,360,False,1.627
GOLD:0.70|IPO:0.10|OA:0.20,3,0.2,0.0,0.1,0.7,0.0,19.7,-7.01,-14.92,1.318,-0.37,17,0,360,22.95,-7.48,-7.05,3.275,1.344,360,360,360,False,1.318
IPO:0.20|MYB:0.60|OA:0.20,3,0.2,0.0,0.2,0.0,0.6,27.67,1.02,-12.88,2.141,0.461,340,0,336,36.66,6.29,-12.88,2.832,0.925,359,300,360,False,2.141
GOLD:0.10|IPO:0.20|MYB:0.50|OA:0.20,4,0.2,0.0,0.2,0.1,0.5,26.82,0.16,-10.79,2.473,0.824,359,192,336,35.06,4.55,-10.79,3.234,1.351,360,360,360,False,2.473
GOLD:0.20|IPO:0.20|MYB:0.40|OA:0.20,4,0.2,0.0,0.2,0.2,0.4,25.89,-0.75,-9.52,2.712,1.076,359,300,336,33.31,2.76,-9.52,3.467,1.634,360,360,360,False,2.712
GOLD:0.30|IPO:0.20|MYB:0.30|OA:0.20,4,0.2,0.0,0.2,0.3,0.3,24.88,-1.76,-8.15,3.028,1.388,360,360,336,31.47,0.94,-8.15,3.811,1.978,360,360,360,False,3.028
GOLD:0.40|IPO:0.20|MYB:0.20|OA:0.20,4,0.2,0.0,0.2,0.4,0.2,23.84,-2.83,-8.23,2.891,1.208,360,360,360,29.61,-0.92,-6.82,4.251,2.404,360,360,360,False,2.891
GOLD:0.50|IPO:0.20|MYB:0.10|OA:0.20,4,0.2,0.0,0.2,0.5,0.1,22.75,-3.97,-10.41,2.182,0.5,344,12,360,27.73,-2.81,-5.92,4.691,2.798,360,360,360,False,2.182
GOLD:0.60|IPO:0.20|OA:0.20,3,0.2,0.0,0.2,0.6,0.0,21.56,-5.16,-12.56,1.713,0.031,195,0,360,25.69,-4.81,-5.93,4.276,2.398,360,360,360,False,1.713
IPO:0.30|MYB:0.50|OA:0.20,3,0.2,0.0,0.3,0.0,0.5,28.4,1.8,-13.12,2.18,0.49,344,0,192,37.7,7.14,-13.12,2.879,0.961,360,312,276,False,2.18
GOLD:0.10|IPO:0.30|MYB:0.40|OA:0.20,4,0.2,0.0,0.3,0.1,0.4,27.55,0.91,-10.52,2.62,0.926,359,288,264,35.94,5.34,-10.52,3.417,1.477,360,360,312,False,2.62
GOLD:0.20|IPO:0.30|MYB:0.30|OA:0.20,4,0.2,0.0,0.3,0.2,0.3,26.63,-0.03,-8.78,3.027,1.342,360,360,336,34.18,3.5,-8.78,3.863,1.965,360,360,348,True,3.027
GOLD:0.30|IPO:0.30|MYB:0.20|OA:0.20,4,0.2,0.0,0.3,0.3,0.2,25.59,-1.1,-7.45,3.41,1.725,360,360,336,32.31,1.64,-7.45,4.277,2.411,360,360,360,False,3.41
GOLD:0.40|IPO:0.30|MYB:0.10|OA:0.20,4,0.2,0.0,0.3,0.4,0.1,24.53,-2.17,-7.96,3.076,1.392,360,360,360,30.4,-0.23,-6.29,4.817,2.866,360,360,360,False,3.076
GOLD:0.50|IPO:0.30|OA:0.20,3,0.2,0.0,0.3,0.5,0.0,23.38,-3.32,-10.16,2.302,0.619,355,72,360,28.45,-2.19,-6.21,4.568,2.665,360,360,360,False,2.302
IPO:0.40|MYB:0.40|OA:0.20,3,0.2,0.0,0.4,0.0,0.4,29.15,2.53,-14.02,2.09,0.418,333,0,36,38.57,7.96,-14.02,2.753,0.852,360,252,96,False,2.09
GOLD:0.10|IPO:0.40|MYB:0.30|OA:0.20,4,0.2,0.0,0.4,0.1,0.3,28.26,1.6,-11.32,2.515,0.843,360,252,96,36.86,6.05,-11.32,3.263,1.355,360,360,144,False,2.515
GOLD:0.20|IPO:0.40|MYB:0.20|OA:0.20,4,0.2,0.0,0.4,0.2,0.2,27.3,0.62,-8.87,3.091,1.387,360,360,252,34.97,4.22,-8.87,3.948,2.019,360,360,336,False,3.091
GOLD:0.30|IPO:0.40|MYB:0.10|OA:0.20,4,0.2,0.0,0.4,0.3,0.1,26.25,-0.44,-7.43,3.506,1.824,360,360,360,33.08,2.37,-7.43,4.407,2.496,360,360,360,False,3.506
GOLD:0.40|IPO:0.40|OA:0.20,3,0.2,0.0,0.4,0.4,0.0,25.17,-1.53,-7.7,3.262,1.576,360,360,360,31.1,0.4,-7.22,4.307,2.387,360,360,360,False,3.262
IPO:0.50|MYB:0.30|OA:0.20,3,0.2,0.0,0.5,0.0,0.3,29.87,3.17,-14.94,2.006,0.336,327,0,0,39.38,8.64,-14.94,2.635,0.724,355,120,0,False,2.006
GOLD:0.10|IPO:0.50|MYB:0.20|OA:0.20,4,0.2,0.0,0.5,0.1,0.2,28.94,2.25,-12.24,2.359,0.701,358,132,0,37.55,6.78,-12.24,3.05,1.177,360,348,48,False,2.359
GOLD:0.20|IPO:0.50|MYB:0.10|OA:0.20,4,0.2,0.0,0.5,0.2,0.1,27.91,1.28,-9.61,2.892,1.202,360,360,96,35.68,4.96,-9.61,3.671,1.758,360,360,288,False,2.892
GOLD:0.30|IPO:0.50|OA:0.20,3,0.2,0.0,0.5,0.3,0.0,26.85,0.18,-8.48,3.158,1.462,360,360,324,33.72,3.0,-8.48,3.956,2.023,360,360,360,True,3.158
IPO:0.60|MYB:0.20|OA:0.20,3,0.2,0.0,0.6,0.0,0.2,30.45,3.8,-15.83,1.922,0.26,302,0,0,40.0,9.36,-15.83,2.52,0.607,350,24,36,False,1.922
GOLD:0.10|IPO:0.60|MYB:0.10|OA:0.20,4,0.2,0.0,0.6,0.1,0.1,29.49,2.83,-13.15,2.239,0.566,350,12,0,38.14,7.49,-13.15,2.891,0.991,360,300,204,False,2.239
GOLD:0.20|IPO:0.60|OA:0.20,3,0.2,0.0,0.6,0.2,0.0,28.44,1.81,-10.59,2.686,0.987,360,336,24,36.22,5.65,-10.59,3.41,1.477,360,360,300,False,2.686
IPO:0.70|MYB:0.10|OA:0.20,3,0.2,0.0,0.7,0.0,0.1,31.03,4.33,-16.73,1.855,0.179,267,0,12,40.58,10.02,-16.73,2.425,0.505,339,0,240,False,1.855
GOLD:0.10|IPO:0.70|OA:0.20,3,0.2,0.0,0.7,0.1,0.0,29.98,3.3,-14.08,2.133,0.454,338,0,48,38.65,8.23,-14.08,2.749,0.826,359,228,276,False,2.133
IPO:0.80|OA:0.20,2,0.2,0.0,0.8,0.0,0.0,31.45,4.82,-17.69,1.777,0.107,234,0,156,41.01,10.68,-17.69,2.315,0.402,332,0,348,False,1.777
MYB:0.70|OA:0.20|TN:0.10,3,0.2,0.1,0.0,0.0,0.7,25.55,-0.95,-13.33,1.913,0.25,295,0,0,33.44,3.36,-13.33,2.501,0.609,347,0,0,False,1.913
GOLD:0.10|MYB:0.60|OA:0.20|TN:0.10,4,0.2,0.1,0.0,0.1,0.6,24.75,-1.79,-11.22,2.208,0.513,345,0,0,31.83,1.61,-11.22,2.843,0.91,359,53,53,False,2.208
GOLD:0.20|MYB:0.50|OA:0.20|TN:0.10,4,0.2,0.1,0.0,0.2,0.5,23.89,-2.69,-9.92,2.42,0.727,359,2,2,30.17,-0.11,-9.92,3.058,1.138,360,171,171,False,2.42
GOLD:0.30|MYB:0.40|OA:0.20|TN:0.10,4,0.2,0.1,0.0,0.3,0.4,22.94,-3.66,-8.68,2.659,0.96,360,123,123,28.45,-1.88,-8.68,3.293,1.368,360,249,249,False,2.659
GOLD:0.40|MYB:0.30|OA:0.20|TN:0.10,4,0.2,0.1,0.0,0.4,0.3,21.93,-4.69,-9.37,2.342,0.677,356,2,2,26.66,-3.72,-7.47,3.571,1.64,360,338,338,False,2.342
GOLD:0.50|MYB:0.20|OA:0.20|TN:0.10,4,0.2,0.1,0.0,0.5,0.2,20.86,-5.78,-11.54,1.808,0.128,270,0,0,24.82,-5.57,-7.2,3.459,1.562,360,357,357,False,1.808
GOLD:0.60|MYB:0.10|OA:0.20|TN:0.10,4,0.2,0.1,0.0,0.6,0.1,19.71,-6.91,-13.66,1.44,-0.235,32,0,0,22.9,-7.54,-7.38,3.111,1.214,360,183,183,False,1.44
GOLD:0.70|OA:0.20|TN:0.10,3,0.2,0.1,0.0,0.7,0.0,18.51,-8.16,-15.75,1.171,-0.51,0,0,0,20.91,-9.51,-7.57,2.765,0.866,359,16,16,False,1.171
IPO:0.10|MYB:0.60|OA:0.20|TN:0.10,4,0.2,0.1,0.1,0.0,0.6,26.4,-0.13,-12.56,2.105,0.43,336,0,354,34.4,4.29,-12.56,2.738,0.834,359,20,358,False,2.105
GOLD:0.10|IPO:0.10|MYB:0.50|OA:0.20|TN:0.10,5,0.2,0.1,0.1,0.1,0.5,25.57,-0.99,-10.58,2.408,0.75,359,12,337,32.79,2.53,-10.58,3.098,1.208,360,202,360,False,2.408
GOLD:0.20|IPO:0.10|MYB:0.40|OA:0.20|TN:0.10,5,0.2,0.1,0.1,0.2,0.4,24.66,-1.92,-9.31,2.652,0.995,360,148,325,31.1,0.72,-9.31,3.334,1.461,360,272,359,False,2.652
GOLD:0.30|IPO:0.10|MYB:0.30|OA:0.20|TN:0.10,5,0.2,0.1,0.1,0.3,0.3,23.69,-2.91,-7.99,2.97,1.293,360,236,332,29.33,-1.08,-7.99,3.649,1.77,360,347,349,False,2.97
GOLD:0.40|IPO:0.10|MYB:0.20|OA:0.20|TN:0.10,5,0.2,0.1,0.1,0.4,0.2,22.66,-3.98,-9.11,2.481,0.827,360,24,360,27.5,-2.89,-6.67,4.115,2.19,360,360,360,False,2.481
GOLD:0.50|IPO:0.10|MYB:0.10|OA:0.20|TN:0.10,5,0.2,0.1,0.1,0.5,0.1,21.54,-5.07,-11.28,1.905,0.235,315,0,360,25.58,-4.84,-6.03,4.252,2.336,360,360,360,False,1.905
GOLD:0.60|IPO:0.10|OA:0.20|TN:0.10,4,0.2,0.1,0.1,0.6,0.0,20.37,-6.26,-13.42,1.513,-0.156,68,0,360,23.61,-6.82,-6.23,3.819,1.914,360,360,360,False,1.513
IPO:0.20|MYB:0.50|OA:0.20|TN:0.10,4,0.2,0.1,0.2,0.0,0.5,27.18,0.64,-12.0,2.276,0.583,353,0,304,35.38,5.12,-12.0,2.951,1.027,360,93,344,False,2.276
GOLD:0.10|IPO:0.20|MYB:0.40|OA:0.20|TN:0.10,5,0.2,0.1,0.2,0.1,0.4,26.33,-0.2,-9.97,2.635,0.974,360,132,317,33.72,3.34,-9.97,3.366,1.476,360,289,356,False,2.635
GOLD:0.20|IPO:0.20|MYB:0.30|OA:0.20|TN:0.10,5,0.2,0.1,0.2,0.2,0.3,25.4,-1.2,-8.63,2.947,1.294,360,241,311,31.93,1.54,-8.63,3.694,1.819,360,351,342,False,2.947
GOLD:0.30|IPO:0.20|MYB:0.20|OA:0.20|TN:0.10,5,0.2,0.1,0.2,0.3,0.2,24.4,-2.21,-7.3,3.342,1.646,360,348,348,30.12,-0.29,-7.29,4.118,2.255,360,360,359,False,3.342
GOLD:0.40|IPO:0.20|MYB:0.10|OA:0.20|TN:0.10,5,0.2,0.1,0.2,0.4,0.1,23.32,-3.26,-8.85,2.625,0.97,360,76,360,28.22,-2.2,-6.0,4.661,2.818,360,360,360,False,2.625
GOLD:0.50|IPO:0.20|OA:0.20|TN:0.10,4,0.2,0.1,0.2,0.5,0.0,22.2,-4.42,-11.03,2.002,0.343,330,0,360,26.27,-4.15,-5.37,4.911,3.009,360,360,360,False,2.002
IPO:0.30|MYB:0.40|OA:0.20|TN:0.10,4,0.2,0.1,0.3,0.0,0.4,27.97,1.38,-12.54,2.231,0.555,351,0,112,36.23,5.97,-12.54,2.886,0.978,360,45,180,False,2.231
GOLD:0.10|IPO:0.30|MYB:0.30|OA:0.20|TN:0.10,5,0.2,0.1,0.3,0.1,0.3,27.06,0.5,-9.98,2.708,1.02,360,115,169,34.52,4.14,-9.98,3.457,1.528,360,334,227,False,2.708
GOLD:0.20|IPO:0.30|MYB:0.20|OA:0.20|TN:0.10,5,0.2,0.1,0.3,0.2,0.2,26.1,-0.53,-8.02,3.255,1.554,360,319,293,32.75,2.29,-8.02,4.08,2.15,360,360,344,False,3.255
GOLD:0.30|IPO:0.30|MYB:0.10|OA:0.20|TN:0.10,5,0.2,0.1,0.3,0.3,0.1,25.07,-1.54,-6.93,3.621,1.933,360,360,359,30.88,0.32,-6.89,4.484,2.6,360,360,360,False,3.621
GOLD:0.40|IPO:0.30|OA:0.20|TN:0.10,4,0.2,0.1,0.3,0.4,0.0,23.96,-2.6,-8.59,2.775,1.126,360,152,360,28.93,-1.55,-6.31,4.572,2.613,360,360,358,False,2.775
IPO:0.40|MYB:0.30|OA:0.20|TN:0.10,4,0.2,0.1,0.4,0.0,0.3,28.67,2.07,-13.5,2.125,0.456,334,0,0,37.09,6.72,-13.5,2.748,0.848,360,5,41,False,2.125
GOLD:0.10|IPO:0.40|MYB:0.20|OA:0.20|TN:0.10,5,0.2,0.1,0.4,0.1,0.2,27.76,1.15,-10.8,2.573,0.904,360,28,42,35.34,4.85,-10.8,3.265,1.381,360,299,95,False,2.573
GOLD:0.20|IPO:0.40|MYB:0.10|OA:0.20|TN:0.10,5,0.2,0.1,0.4,0.2,0.1,26.76,0.16,-8.46,3.15,1.478,360,345,89,33.49,2.94,-8.46,3.928,2.043,360,360,251,False,3.15
GOLD:0.30|IPO:0.40|OA:0.20|TN:0.10,4,0.2,0.1,0.4,0.3,0.0,25.67,-0.89,-7.78,3.302,1.585,360,345,349,31.58,1.11,-7.78,4.051,2.1,360,360,305,False,3.302
IPO:0.50|MYB:0.20|OA:0.20|TN:0.10,4,0.2,0.1,0.5,0.0,0.2,29.33,2.72,-14.45,2.032,0.364,329,0,0,37.85,7.42,-14.45,2.617,0.709,354,0,2,False,2.032
GOLD:0.10|IPO:0.50|MYB:0.10|OA:0.20|TN:0.10,5,0.2,0.1,0.5,0.1,0.1,28.36,1.74,-11.75,2.417,0.752,359,1,0,36.03,5.54,-11.75,3.063,1.172,360,195,29,False,2.417
GOLD:0.20|IPO:0.50|OA:0.20|TN:0.10,4,0.2,0.1,0.5,0.2,0.0,27.33,0.72,-9.58,2.872,1.181,360,239,1,34.11,3.71,-9.58,3.575,1.656,360,349,116,False,2.872
IPO:0.60|MYB:0.10|OA:0.20|TN:0.10,4,0.2,0.1,0.6,0.0,0.1,29.91,3.28,-15.41,1.949,0.278,308,0,0,38.45,8.07,-15.41,2.503,0.587,347,0,65,False,1.949
GOLD:0.10|IPO:0.60|OA:0.20|TN:0.10,4,0.2,0.1,0.6,0.1,0.0,28.93,2.29,-12.72,2.285,0.605,352,0,3,36.56,6.27,-12.72,2.887,0.972,360,61,182,False,2.285
IPO:0.70|OA:0.20|TN:0.10,3,0.2,0.1,0.7,0.0,0.0,30.44,3.82,-16.33,1.875,0.194,278,0,7,38.98,8.7,-16.33,2.403,0.472,335,0,256,False,1.875
MYB:0.60|OA:0.20|TN:0.20,3,0.2,0.2,0.0,0.0,0.6,25.17,-1.35,-12.36,2.03,0.345,327,0,0,32.3,2.08,-12.36,2.601,0.681,357,1,1,False,2.03
GOLD:0.10|MYB:0.50|OA:0.20|TN:0.20,4,0.2,0.2,0.0,0.1,0.5,24.39,-2.19,-10.45,2.322,0.649,359,1,1,30.68,0.38,-10.45,2.924,1.012,360,47,47,False,2.322
GOLD:0.20|MYB:0.40|OA:0.20|TN:0.20,4,0.2,0.2,0.0,0.2,0.4,23.5,-3.12,-9.1,2.583,0.901,360,35,35,28.98,-1.34,-9.1,3.19,1.272,360,131,131,False,2.583
GOLD:0.30|MYB:0.30|OA:0.20|TN:0.20,4,0.2,0.2,0.0,0.3,0.3,22.52,-4.1,-8.15,2.753,1.074,360,87,87,27.23,-3.06,-7.83,3.472,1.583,360,240,240,False,2.753
GOLD:0.40|MYB:0.20|OA:0.20|TN:0.20,4,0.2,0.2,0.0,0.4,0.2,21.46,-5.16,-10.01,2.116,0.49,347,0,0,25.39,-4.92,-6.81,3.737,1.801,360,334,334,False,2.116
GOLD:0.50|MYB:0.10|OA:0.20|TN:0.20,4,0.2,0.2,0.0,0.5,0.1,20.37,-6.26,-12.17,1.651,0.019,192,0,0,23.58,-6.86,-6.58,3.583,1.658,360,312,312,False,1.651
GOLD:0.60|OA:0.20|TN:0.20,3,0.2,0.2,0.0,0.6,0.0,19.2,-7.43,-14.28,1.326,-0.331,14,0,0,21.7,-8.83,-6.81,3.19,1.262,360,120,120,False,1.326
IPO:0.10|MYB:0.50|OA:0.20|TN:0.20,4,0.2,0.2,0.1,0.0,0.5,25.98,-0.56,-11.61,2.236,0.546,354,0,333,33.27,3.07,-11.61,2.847,0.94,360,21,357,False,2.236
GOLD:0.10|IPO:0.10|MYB:0.40|OA:0.20|TN:0.20,5,0.2,0.2,0.1,0.1,0.4,25.15,-1.45,-9.78,2.555,0.893,360,37,321,31.61,1.32,-9.78,3.209,1.314,360,165,358,False,2.555
GOLD:0.20|IPO:0.10|MYB:0.30|OA:0.20|TN:0.20,5,0.2,0.2,0.1,0.2,0.3,24.21,-2.38,-8.41,2.862,1.183,360,150,307,29.86,-0.43,-8.41,3.519,1.618,360,259,341,False,2.862
GOLD:0.30|IPO:0.10|MYB:0.20|OA:0.20|TN:0.20,5,0.2,0.2,0.1,0.3,0.2,23.21,-3.4,-7.72,2.994,1.333,360,203,355,28.04,-2.28,-7.09,3.938,2.037,360,337,342,False,2.994
GOLD:0.40|IPO:0.10|MYB:0.10|OA:0.20|TN:0.20,5,0.2,0.2,0.1,0.4,0.1,22.15,-4.46,-9.76,2.24,0.617,356,1,360,26.21,-4.19,-6.11,4.244,2.417,360,360,360,False,2.24
GOLD:0.50|IPO:0.10|OA:0.20|TN:0.20,4,0.2,0.2,0.1,0.5,0.0,21.02,-5.59,-11.91,1.74,0.107,250,0,360,24.31,-6.16,-5.54,4.409,2.417,360,360,360,False,1.74
IPO:0.20|MYB:0.40|OA:0.20|TN:0.20,4,0.2,0.2,0.2,0.0,0.4,26.75,0.16,-11.38,2.348,0.683,359,1,204,34.11,3.95,-11.38,2.991,1.096,360,56,276,False,2.348
GOLD:0.10|IPO:0.20|MYB:0.30|OA:0.20|TN:0.20,5,0.2,0.2,0.2,0.1,0.3,25.88,-0.71,-9.25,2.781,1.096,360,102,261,32.4,2.15,-9.25,3.481,1.564,360,259,317,False,2.781
GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.20|TN:0.20,5,0.2,0.2,0.2,0.2,0.2,24.95,-1.69,-7.84,3.158,1.504,360,260,278,30.62,0.31,-7.84,3.871,2.011,360,334,325,False,3.158
GOLD:0.30|IPO:0.20|MYB:0.10|OA:0.20|TN:0.20,5,0.2,0.2,0.2,0.3,0.1,23.91,-2.7,-7.38,3.198,1.564,360,298,360,28.8,-1.61,-6.83,4.236,2.338,360,360,332,False,3.198
GOLD:0.40|IPO:0.20|OA:0.20|TN:0.20,4,0.2,0.2,0.2,0.4,0.0,22.81,-3.79,-9.5,2.365,0.747,358,6,360,26.9,-3.53,-6.1,4.443,2.45,360,360,342,False,2.365
IPO:0.30|MYB:0.30|OA:0.20|TN:0.20,4,0.2,0.2,0.3,0.0,0.3,27.48,0.88,-12.04,2.28,0.61,353,0,61,34.88,4.67,-12.04,2.886,0.988,360,43,128,False,2.28
GOLD:0.10|IPO:0.30|MYB:0.20|OA:0.20|TN:0.20,5,0.2,0.2,0.3,0.1,0.2,26.59,-0.02,-9.54,2.78,1.114,360,87,106,33.13,2.83,-9.54,3.476,1.579,360,253,175,False,2.78
GOLD:0.20|IPO:0.30|MYB:0.10|OA:0.20|TN:0.20,5,0.2,0.2,0.3,0.2,0.1,25.59,-1.0,-7.92,3.24,1.529,360,302,166,31.34,0.98,-7.92,3.988,2.025,360,358,204,False,3.24
GOLD:0.30|IPO:0.30|OA:0.20|TN:0.20,4,0.2,0.2,0.3,0.3,0.0,24.52,-2.07,-7.51,3.286,1.52,360,292,353,29.44,-0.91,-7.3,4.059,2.05,360,354,214,False,3.286
IPO:0.40|MYB:0.20|OA:0.20|TN:0.20,4,0.2,0.2,0.4,0.0,0.2,28.13,1.59,-12.97,2.166,0.501,338,0,6,35.55,5.42,-12.97,2.736,0.845,359,21,32,False,2.166
GOLD:0.10|IPO:0.40|MYB:0.10|OA:0.20|TN:0.20,5,0.2,0.2,0.4,0.1,0.1,27.19,0.62,-10.41,2.602,0.965,360,24,14,33.78,3.64,-10.41,3.241,1.372,360,158,73,False,2.602
GOLD:0.20|IPO:0.40|OA:0.20|TN:0.20,4,0.2,0.2,0.4,0.2,0.0,26.14,-0.41,-8.89,2.951,1.209,360,154,89,31.92,1.77,-8.89,3.619,1.626,360,303,90,False,2.951
IPO:0.50|MYB:0.10|OA:0.20|TN:0.20,4,0.2,0.2,0.5,0.0,0.1,28.72,2.17,-13.94,2.061,0.392,330,0,0,36.25,6.22,-13.94,2.603,0.702,352,6,18,False,2.061
GOLD:0.10|IPO:0.50|OA:0.20|TN:0.20,4,0.2,0.2,0.5,0.1,0.0,27.71,1.21,-11.47,2.428,0.772,360,2,5,34.44,4.28,-11.47,3.008,1.131,360,61,72,False,2.428
IPO:0.60|OA:0.20|TN:0.20,3,0.2,0.2,0.6,0.0,0.0,29.29,2.76,-14.91,1.972,0.293,311,0,4,36.91,6.73,-14.91,2.486,0.566,342,0,101,False,1.972
MYB:0.50|OA:0.20|TN:0.30,3,0.2,0.3,0.0,0.0,0.5,24.75,-1.82,-11.6,2.131,0.437,345,18,18,31.06,0.87,-11.6,2.673,0.734,360,108,108,False,2.131
GOLD:0.10|MYB:0.40|OA:0.20|TN:0.30,4,0.2,0.3,0.0,0.1,0.4,23.92,-2.67,-9.73,2.44,0.772,360,161,161,29.38,-0.79,-9.73,2.995,1.11,360,254,254,False,2.44
GOLD:0.20|MYB:0.30|OA:0.20|TN:0.30,4,0.2,0.3,0.0,0.2,0.3,23.02,-3.59,-8.49,2.696,1.036,360,290,290,27.7,-2.56,-8.49,3.247,1.367,360,322,322,False,2.696
GOLD:0.30|MYB:0.20|OA:0.20|TN:0.30,4,0.2,0.3,0.0,0.3,0.2,22.01,-4.6,-8.47,2.535,0.906,360,229,229,26.0,-4.33,-7.4,3.481,1.607,360,352,352,False,2.535
GOLD:0.40|MYB:0.10|OA:0.20|TN:0.30,4,0.2,0.3,0.0,0.4,0.1,20.94,-5.64,-10.64,1.915,0.31,318,13,13,24.18,-6.18,-6.7,3.601,1.665,360,360,360,False,1.915
