symbol,months,n_young,n_young_liq,first
GAYAHWS,24,486,0,2018-06-28
GAYAHWS,36,736,0,2018-06-28
GAYAPROJ,3,58,0,2011-08-22
GAYAPROJ,6,120,0,2011-08-22
GAYAPROJ,12,245,0,2011-08-22
GAYAPROJ,24,493,0,2011-08-22
GAYAPROJ,36,739,0,2011-08-22
GCSL,3,62,6,2025-09-04
GCSL,6,123,6,2025-09-04
GCSL,12,246,87,2025-09-04
GCSL,24,246,87,2025-09-04
GCSL,36,246,87,2025-09-04
GEECEE-BE,3,61,7,2006-10-04
GEECEE-BE,6,122,7,2006-10-04
GEECEE-BE,12,248,7,2006-10-04
GEECEE-BE,24,497,22,2006-10-04
GEECEE-BE,36,737,22,2006-10-04
GEEKAYWIRE,3,62,0,2017-08-24
GEEKAYWIRE,6,124,0,2017-08-24
GEEKAYWIRE,12,249,0,2017-08-24
GEEKAYWIRE,24,491,0,2017-08-24
GEEKAYWIRE,36,735,0,2017-08-24
GEMAROMA,3,61,26,2025-08-26
GEMAROMA,6,118,42,2025-08-26
GEMAROMA,12,118,42,2025-08-26
GEMAROMA,24,118,42,2025-08-26
GEMAROMA,36,118,42,2025-08-26
GENCON,3,59,0,2021-02-16
GENCON,6,123,0,2021-02-16
GENCON,12,248,0,2021-02-16
GENCON,24,497,0,2021-02-16
GENCON,36,742,0,2021-02-16
GENESYS,3,62,0,2005-01-03
GENESYS,6,126,0,2005-01-03
GENESYS,12,250,0,2005-01-03
GENESYS,24,497,0,2005-01-03
GENESYS,36,747,0,2005-01-03
GENUSPAPER,3,59,0,2015-02-16
GENUSPAPER,6,124,0,2015-02-16
GENUSPAPER,12,246,0,2015-02-16
GENUSPAPER,24,492,0,2015-02-16
GENUSPAPER,36,740,0,2015-02-16
GENUSPOWER,3,62,0,2005-07-08
GENUSPOWER,6,123,0,2005-07-08
GENUSPOWER,12,245,0,2005-07-08
GENUSPOWER,24,492,0,2005-07-08
GENUSPOWER,36,742,0,2005-07-08
GEOJITFSL,3,62,0,2005-07-01
GEOJITFSL,6,123,0,2005-07-01
GEOJITFSL,12,245,0,2005-07-01
GEOJITFSL,24,492,0,2005-07-01
GEOJITFSL,36,742,57,2005-07-01
GESHIP,3,62,43,2005-01-03
GESHIP,6,126,70,2005-01-03
GESHIP,12,250,194,2005-01-03
GESHIP,24,497,429,2005-01-03
GESHIP,36,747,666,2005-01-03
GFLLIMITED,3,62,0,2005-01-03
GFLLIMITED,6,126,0,2005-01-03
GFLLIMITED,12,250,0,2005-01-03
GFLLIMITED,24,497,0,2005-01-03
GFLLIMITED,36,747,0,2005-01-03
GHCL,3,62,10,2005-01-03
GHCL,6,126,14,2005-01-03
GHCL,12,250,138,2005-01-03
GHCL,24,497,337,2005-01-03
GHCL,36,747,440,2005-01-03
GHCLTEXTIL,3,63,11,2023-06-12
GHCLTEXTIL,6,123,11,2023-06-12
GHCLTEXTIL,12,244,31,2023-06-12
GHCLTEXTIL,24,492,59,2023-06-12
GHCLTEXTIL,36,738,59,2023-06-12
GICHSGFIN,3,62,0,2005-01-03
GICHSGFIN,6,126,0,2005-01-03
GICHSGFIN,12,250,0,2005-01-03
GICHSGFIN,24,497,0,2005-01-03
GICHSGFIN,36,747,0,2005-01-03
GICL,3,41,0,2016-10-19
GICL,6,72,0,2016-10-19
GICL,12,109,0,2016-10-19
GICL,24,139,0,2016-10-19
GICL,36,183,0,2016-10-19
GICRE,3,64,45,2017-10-25
GICRE,6,124,70,2017-10-25
GICRE,12,248,78,2017-10-25
GICRE,24,491,81,2017-10-25
GICRE,36,741,191,2017-10-25
GILLANDERS,3,59,0,2009-12-14
GILLANDERS,6,121,0,2009-12-14
GILLANDERS,12,250,0,2009-12-14
GILLANDERS,24,496,0,2009-12-14
GILLANDERS,36,744,0,2009-12-14
GILLETTE,3,62,0,2005-01-03
GILLETTE,6,126,0,2005-01-03
GILLETTE,12,250,0,2005-01-03
GILLETTE,24,497,0,2005-01-03
GILLETTE,36,747,0,2005-01-03
GINNIFILA-BE,3,62,0,2005-01-03
GINNIFILA-BE,6,126,0,2005-01-03
GINNIFILA-BE,12,250,0,2005-01-03
GINNIFILA-BE,24,497,0,2005-01-03
GINNIFILA-BE,36,747,0,2005-01-03
GIPCL,3,62,0,2005-01-03
GIPCL,6,126,0,2005-01-03
GIPCL,12,250,2,2005-01-03
GIPCL,24,497,2,2005-01-03
GIPCL,36,747,45,2005-01-03
GKENERGY,3,61,42,2025-09-26
GKENERGY,6,122,98,2025-09-26
GKENERGY,12,153,128,2025-09-26
GKENERGY,24,153,128,2025-09-26
GKENERGY,36,153,128,2025-09-26
GKSL,3,61,31,2025-12-30
GKSL,6,121,51,2025-12-30
GKSL,12,166,54,2025-12-30
GKSL,24,166,54,2025-12-30
GKSL,36,166,54,2025-12-30
GKWLIMITED,3,62,0,2005-01-03
GKWLIMITED,6,126,0,2005-01-03
GKWLIMITED,12,250,0,2005-01-03
GKWLIMITED,24,497,0,2005-01-03
GKWLIMITED,36,747,0,2005-01-03
GLAND,3,62,43,2020-11-20
GLAND,6,121,102,2020-11-20
GLAND,12,245,226,2020-11-20
GLAND,24,493,474,2020-11-20
GLAND,36,742,723,2020-11-20
GLAXO,3,62,9,2005-01-03
GLAXO,6,126,9,2005-01-03
GLAXO,12,250,27,2005-01-03
GLAXO,24,497,240,2005-01-03
GLAXO,36,747,301,2005-01-03
GLENMARK,3,62,43,2005-01-03
GLENMARK,6,126,107,2005-01-03
GLENMARK,12,250,149,2005-01-03
GLENMARK,24,497,240,2005-01-03
GLENMARK,36,747,484,2005-01-03
GLFL,3,21,0,2015-01-02
GLFL,6,37,0,2015-01-02
GLFL,12,69,0,2015-01-02
GLFL,24,70,0,2015-01-02
GLFL,36,105,0,2015-01-02
GLOBAL,3,63,0,2020-12-07
GLOBAL,6,122,0,2020-12-07
GLOBAL,12,247,0,2020-12-07
GLOBAL,24,496,0,2020-12-07
GLOBAL,36,744,2,2020-12-07
GLOBALE,3,62,0,2024-08-27
GLOBALE,6,127,0,2024-08-27
GLOBALE,12,249,0,2024-08-27
GLOBALE,24,496,0,2024-08-27
GLOBALE,36,502,0,2024-08-27
GLOBALVECT,3,62,25,2006-10-27
GLOBALVECT,6,123,25,2006-10-27
GLOBALVECT,12,249,25,2006-10-27
GLOBALVECT,24,496,25,2006-10-27
GLOBALVECT,36,736,25,2006-10-27
GLOBE,3,60,0,2018-07-13
GLOBE,6,121,0,2018-07-13
GLOBE,12,242,0,2018-07-13
GLOBE,24,484,0,2018-07-13
GLOBE,36,734,0,2018-07-13
GLOBECIVIL,3,63,16,2025-07-01
GLOBECIVIL,6,124,16,2025-07-01
GLOBECIVIL,12,157,16,2025-07-01
GLOBECIVIL,24,157,16,2025-07-01
GLOBECIVIL,36,157,16,2025-07-01
GLOBUSSPR,3,60,0,2009-09-23
GLOBUSSPR,6,118,0,2009-09-23
GLOBUSSPR,12,246,10,2009-09-23
GLOBUSSPR,24,497,10,2009-09-23
GLOBUSSPR,36,742,10,2009-09-23
GLOSTERLTD,3,61,0,2024-04-26
GLOSTERLTD,6,124,0,2024-04-26
GLOSTERLTD,12,246,0,2024-04-26
GLOSTERLTD,24,492,0,2024-04-26
GLOSTERLTD,36,584,0,2024-04-26
GLOTTIS,3,62,5,2025-10-07
GLOTTIS,6,121,5,2025-10-07
GLOTTIS,12,147,5,2025-10-07
GLOTTIS,24,147,5,2025-10-07
GLOTTIS,36,147,5,2025-10-07
GMBREW,3,62,0,2005-01-03
GMBREW,6,126,0,2005-01-03
GMBREW,12,250,0,2005-01-03
GMBREW,24,497,0,2005-01-03
GMBREW,36,747,0,2005-01-03
GMDCLTD,3,62,0,2005-01-03
GMDCLTD,6,126,0,2005-01-03
GMDCLTD,12,250,0,2005-01-03
GMDCLTD,24,497,0,2005-01-03
GMDCLTD,36,747,50,2005-01-03
GMMPFAUDLR,3,62,0,2018-03-05
GMMPFAUDLR,6,125,0,2018-03-05
GMMPFAUDLR,12,247,0,2018-03-05
GMMPFAUDLR,24,491,23,2018-03-05
GMMPFAUDLR,36,741,273,2018-03-05
GMRAIRPORT,3,64,45,2025-05-26
GMRAIRPORT,6,125,106,2025-05-26
GMRAIRPORT,12,248,229,2025-05-26
GMRAIRPORT,24,319,300,2025-05-26
GMRAIRPORT,36,319,300,2025-05-26
GMRP&UI,3,62,12,2022-03-23
GMRP&UI,6,124,12,2022-03-23
GMRP&UI,12,250,12,2022-03-23
GMRP&UI,24,495,177,2022-03-23
GMRP&UI,36,741,423,2022-03-23
GNA,3,61,0,2016-09-26
GNA,6,123,0,2016-09-26
GNA,12,248,0,2016-09-26
GNA,24,496,46,2016-09-26
GNA,36,739,46,2016-09-26
GNFC,3,62,0,2005-01-03
GNFC,6,126,0,2005-01-03
GNFC,12,250,10,2005-01-03
GNFC,24,497,71,2005-01-03
GNFC,36,747,100,2005-01-03
GNRL,3,62,0,2026-04-20
GNRL,6,93,0,2026-04-20
GNRL,12,93,0,2026-04-20
GNRL,24,93,0,2026-04-20
GNRL,36,93,0,2026-04-20
GOACARBON,3,64,0,2007-06-05
GOACARBON,6,128,0,2007-06-05
GOACARBON,12,250,0,2007-06-05
GOACARBON,24,491,0,2007-06-05
GOACARBON,36,737,0,2007-06-05
GOCLCORP,3,63,0,2007-11-08
GOCLCORP,6,122,0,2007-11-08
GOCLCORP,12,247,0,2007-11-08
GOCLCORP,24,486,0,2007-11-08
GOCLCORP,36,736,0,2007-11-08
GOCOLORS,3,63,44,2021-11-30
GOCOLORS,6,124,90,2021-11-30
GOCOLORS,12,249,171,2021-11-30
GOCOLORS,24,496,304,2021-11-30
GOCOLORS,36,741,419,2021-11-30
GODAVARIB,3,62,31,2024-10-30
GODAVARIB,6,122,31,2024-10-30
GODAVARIB,12,248,31,2024-10-30
GODAVARIB,24,457,94,2024-10-30
GODAVARIB,36,457,94,2024-10-30
GODFRYPHLP,3,62,0,2005-01-03
GODFRYPHLP,6,126,0,2005-01-03
GODFRYPHLP,12,250,0,2005-01-03
GODFRYPHLP,24,497,0,2005-01-03
GODFRYPHLP,36,747,0,2005-01-03
GODIGIT,3,62,43,2024-05-23
GODIGIT,6,124,105,2024-05-23
GODIGIT,12,248,229,2024-05-23
GODIGIT,24,495,476,2024-05-23
GODIGIT,36,568,549,2024-05-23
GODREJAGRO,3,62,43,2017-10-16
GODREJAGRO,6,122,103,2017-10-16
GODREJAGRO,12,247,187,2017-10-16
GODREJAGRO,24,490,228,2017-10-16
GODREJAGRO,36,740,331,2017-10-16
GODREJCP,3,62,0,2005-01-03
GODREJCP,6,126,0,2005-01-03
GODREJCP,12,250,0,2005-01-03
GODREJCP,24,497,0,2005-01-03
GODREJCP,36,747,0,2005-01-03
GODREJIND,3,62,0,2005-01-03
GODREJIND,6,126,26,2005-01-03
GODREJIND,12,250,35,2005-01-03
GODREJIND,24,497,61,2005-01-03
GODREJIND,36,747,63,2005-01-03
GODREJPROP,3,60,1,2010-01-05
GODREJPROP,6,124,1,2010-01-05
GODREJPROP,12,252,46,2010-01-05
GODREJPROP,24,499,46,2010-01-05
GODREJPROP,36,746,46,2010-01-05
GOKEX,3,61,0,2015-01-01
GOKEX,6,123,0,2015-01-01
GOKEX,12,247,10,2015-01-01
GOKEX,24,492,52,2015-01-01
GOKEX,36,739,68,2015-01-01
GOKUL,3,63,7,2008-06-04
GOKUL,6,123,7,2008-06-04
GOKUL,12,241,7,2008-06-04
GOKUL,24,487,7,2008-06-04
GOKUL,36,739,17,2008-06-04
GOKULAGRO,3,60,0,2016-03-14
GOKULAGRO,6,122,0,2016-03-14
GOKULAGRO,12,245,0,2016-03-14
GOKULAGRO,24,494,0,2016-03-14
GOKULAGRO,36,741,0,2016-03-14
GOLD1,3,61,0,2015-01-01
GOLD1,6,123,0,2015-01-01
GOLD1,12,247,0,2015-01-01
GOLD1,24,492,0,2015-01-01
GOLD1,36,739,0,2015-01-01
GOLD360,3,60,0,2025-03-17
GOLD360,6,123,0,2025-03-17
GOLD360,12,248,0,2025-03-17
GOLD360,24,364,0,2025-03-17
GOLD360,36,364,0,2025-03-17
GOLDADD,3,64,0,2023-05-08
GOLDADD,6,125,0,2023-05-08
GOLDADD,12,248,0,2023-05-08
GOLDADD,24,496,8,2023-05-08
GOLDADD,36,744,135,2023-05-08
GOLDAXIS,3,61,0,2015-01-01
GOLDAXIS,6,123,0,2015-01-01
GOLDAXIS,12,247,0,2015-01-01
GOLDAXIS,24,492,0,2015-01-01
GOLDAXIS,36,739,0,2015-01-01
GOLDBETA,3,61,0,2015-01-01
GOLDBETA,6,123,0,2015-01-01
GOLDBETA,12,247,0,2015-01-01
GOLDBETA,24,492,0,2015-01-01
GOLDBETA,36,739,0,2015-01-01
GOLDBND,3,62,0,2025-12-12
GOLDBND,6,121,0,2025-12-12
GOLDBND,12,177,0,2025-12-12
GOLDBND,24,177,0,2025-12-12
GOLDBND,36,177,0,2025-12-12
GOLDCASE,3,60,0,2024-03-01
GOLDCASE,6,122,0,2024-03-01
GOLDCASE,12,248,0,2024-03-01
GOLDCASE,24,495,119,2024-03-01
GOLDCASE,36,622,246,2024-03-01
GOLDIAM,3,60,0,2005-08-29
GOLDIAM,6,122,0,2005-08-29
GOLDIAM,12,247,0,2005-08-29
GOLDIAM,24,495,0,2005-08-29
GOLDIAM,36,745,0,2005-08-29
GOLDTECH-BE,3,61,0,2015-01-01
GOLDTECH-BE,6,123,0,2015-01-01
GOLDTECH-BE,12,210,0,2015-01-01
GOLDTECH-BE,24,384,0,2015-01-01
GOLDTECH-BE,36,631,0,2015-01-01
GOODLUCK,3,60,0,2016-09-07
GOODLUCK,6,123,0,2016-09-07
GOODLUCK,12,247,0,2016-09-07
GOODLUCK,24,497,0,2016-09-07
GOODLUCK,36,738,0,2016-09-07
GOODYEAR,3,4,0,2015-12-31
GOODYEAR,6,10,0,2015-12-31
GOODYEAR,12,26,0,2015-12-31
GOODYEAR,24,53,0,2015-12-31
GOODYEAR,36,80,0,2015-12-31
GOPAL,3,59,30,2024-03-14
GOPAL,6,121,55,2024-03-14
GOPAL,12,247,154,2024-03-14
GOPAL,24,493,189,2024-03-14
GOPAL,36,611,189,2024-03-14
GOYALALUM,3,41,0,2015-12-31
GOYALALUM,6,54,0,2015-12-31
GOYALALUM,12,65,0,2015-12-31
GOYALALUM,24,65,0,2015-12-31
GOYALALUM,36,65,0,2015-12-31
GPIL,3,64,0,2006-04-25
GPIL,6,126,0,2006-04-25
GPIL,12,249,0,2006-04-25
GPIL,24,499,0,2006-04-25
GPIL,36,740,0,2006-04-25
GPPL,3,63,31,2010-09-09
GPPL,6,125,31,2010-09-09
GPPL,12,250,31,2010-09-09
GPPL,24,496,31,2010-09-09
GPPL,36,743,31,2010-09-09
GPTHEALTH,3,58,21,2024-02-29
GPTHEALTH,6,120,26,2024-02-29
GPTHEALTH,12,247,44,2024-02-29
GPTHEALTH,24,493,81,2024-02-29
GPTHEALTH,36,620,81,2024-02-29
GPTINFRA,3,62,0,2016-07-11
GPTINFRA,6,123,0,2016-07-11
GPTINFRA,12,247,0,2016-07-11
GPTINFRA,24,497,0,2016-07-11
GPTINFRA,36,740,0,2016-07-11
GRADIENTE,3,63,0,2026-05-08
GRADIENTE,6,80,0,2026-05-08
GRADIENTE,12,80,0,2026-05-08
GRADIENTE,24,80,0,2026-05-08
GRADIENTE,36,80,0,2026-05-08
GRANDOAK,3,62,0,2026-04-20
GRANDOAK,6,93,0,2026-04-20
GRANDOAK,12,93,0,2026-04-20
GRANDOAK,24,93,0,2026-04-20
GRANDOAK,36,93,0,2026-04-20
GRANULES,3,62,0,2005-06-20
GRANULES,6,123,0,2005-06-20
GRANULES,12,246,0,2005-06-20
GRANULES,24,494,0,2005-06-20
GRANULES,36,744,0,2005-06-20
GRAPHITE,3,62,0,2005-01-03
GRAPHITE,6,126,0,2005-01-03
GRAPHITE,12,250,0,2005-01-03
GRAPHITE,24,497,0,2005-01-03
GRAPHITE,36,747,0,2005-01-03
GRASIM,3,60,0,2003-01-27
GRASIM,6,124,18,2003-01-27
GRASIM,12,250,144,2003-01-27
GRASIM,24,478,372,2003-01-27
GRASIM,36,728,622,2003-01-27
GRAUWEIL,3,62,0,2021-08-05
GRAUWEIL,6,124,0,2021-08-05
GRAUWEIL,12,250,22,2021-08-05
GRAUWEIL,24,496,102,2021-08-05
GRAUWEIL,36,550,122,2021-08-05
GRAVISSHO,3,61,0,2026-04-20
GRAVISSHO,6,92,0,2026-04-20
GRAVISSHO,12,92,0,2026-04-20
GRAVISSHO,24,92,0,2026-04-20
GRAVISSHO,36,92,0,2026-04-20
GRAVITA,3,62,37,2010-11-16
GRAVITA,6,123,85,2010-11-16
GRAVITA,12,246,120,2010-11-16
GRAVITA,24,494,318,2010-11-16
GRAVITA,36,741,318,2010-11-16
GREAVESCOT,3,62,0,2005-01-03
GREAVESCOT,6,126,0,2005-01-03
GREAVESCOT,12,250,0,2005-01-03
GREAVESCOT,24,497,1,2005-01-03
GREAVESCOT,36,747,1,2005-01-03
GREENLAM,3,60,0,2015-03-02
GREENLAM,6,125,0,2015-03-02
GREENLAM,12,247,0,2015-03-02
GREENLAM,24,492,0,2015-03-02
GREENLAM,36,741,0,2015-03-02
GREENPANEL,3,63,0,2019-10-23
GREENPANEL,6,122,0,2019-10-23
GREENPANEL,12,250,0,2019-10-23
GREENPANEL,24,498,134,2019-10-23
GREENPANEL,36,746,382,2019-10-23
GREENPLY,3,62,0,2005-01-03
GREENPLY,6,126,0,2005-01-03
GREENPLY,12,250,0,2005-01-03
GREENPLY,24,497,0,2005-01-03
GREENPLY,36,747,0,2005-01-03
GREENPOWER,3,62,0,2010-10-08
GREENPOWER,6,125,0,2010-10-08
GREENPOWER,12,248,0,2010-10-08
GREENPOWER,24,493,0,2010-10-08
GREENPOWER,36,739,0,2010-10-08
GRINDWELL,3,62,0,2006-09-11
GRINDWELL,6,122,0,2006-09-11
GRINDWELL,12,248,0,2006-09-11
GRINDWELL,24,497,0,2006-09-11
GRINDWELL,36,740,0,2006-09-11
GRINFRA,3,61,42,2021-07-19
GRINFRA,6,124,87,2021-07-19
GRINFRA,12,249,117,2021-07-19
GRINFRA,24,496,140,2021-07-19
GRINFRA,36,739,288,2021-07-19
GRMOVER,3,62,0,2022-09-07
GRMOVER,6,125,0,2022-09-07
GRMOVER,12,249,1,2022-09-07
GRMOVER,24,492,23,2022-09-07
GRMOVER,36,740,194,2022-09-07
GROBTEA,3,60,0,2016-07-14
GROBTEA,6,123,0,2016-07-14
GROBTEA,12,247,0,2016-07-14
GROBTEA,24,496,0,2016-07-14
GROBTEA,36,738,0,2016-07-14
GROWW,3,63,44,2025-11-12
GROWW,6,122,103,2025-11-12
GROWW,12,202,183,2025-11-12
GROWW,24,202,183,2025-11-12
GROWW,36,202,183,2025-11-12
GROWWCAPM,3,61,0,2025-12-05
GROWWCAPM,6,106,0,2025-12-05
GROWWCAPM,12,106,0,2025-12-05
GROWWCAPM,24,106,0,2025-12-05
GROWWCAPM,36,106,0,2025-12-05
GROWWCHEM,3,60,0,2026-01-16
GROWWCHEM,6,122,0,2026-01-16
GROWWCHEM,12,154,0,2026-01-16
GROWWCHEM,24,154,0,2026-01-16
GROWWCHEM,36,154,0,2026-01-16
GROWWDEFNC,3,60,0,2024-10-11
GROWWDEFNC,6,122,0,2024-10-11
GROWWDEFNC,12,246,35,2024-10-11
GROWWDEFNC,24,468,45,2024-10-11
GROWWDEFNC,36,468,45,2024-10-11
GROWWEV,3,60,0,2024-08-12
GROWWEV,6,123,0,2024-08-12
GROWWEV,12,247,0,2024-08-12
GROWWEV,24,492,0,2024-08-12
GROWWEV,36,509,0,2024-08-12
GROWWGOLD,3,62,0,2024-10-24
GROWWGOLD,6,122,0,2024-10-24
GROWWGOLD,12,248,12,2024-10-24
GROWWGOLD,24,462,114,2024-10-24
GROWWGOLD,36,462,114,2024-10-24
GROWWHOSPI,3,59,0,2026-03-05
GROWWHOSPI,6,121,0,2026-03-05
GROWWHOSPI,12,121,0,2026-03-05
GROWWHOSPI,24,121,0,2026-03-05
GROWWHOSPI,36,121,0,2026-03-05
GROWWLIQID,3,59,0,2024-09-26
GROWWLIQID,6,123,0,2024-09-26
GROWWLIQID,12,247,0,2024-09-26
GROWWLIQID,24,478,0,2024-09-26
GROWWLIQID,36,478,0,2024-09-26
GROWWLOVOL,3,63,0,2025-06-17
GROWWLOVOL,6,125,0,2025-06-17
GROWWLOVOL,12,224,0,2025-06-17
GROWWLOVOL,24,224,0,2025-06-17
GROWWLOVOL,36,224,0,2025-06-17
GROWWMC150,3,63,0,2025-11-17
GROWWMC150,6,122,0,2025-11-17
GROWWMC150,12,196,0,2025-11-17
GROWWMC150,24,196,0,2025-11-17
GROWWMC150,36,196,0,2025-11-17
GROWWMETAL,3,62,0,2025-12-23
GROWWMETAL,6,121,0,2025-12-23
GROWWMETAL,12,170,0,2025-12-23
GROWWMETAL,24,170,0,2025-12-23
GROWWMETAL,36,170,0,2025-12-23
GROWWMOM50,3,64,0,2025-04-24
GROWWMOM50,6,125,0,2025-04-24
GROWWMOM50,12,248,0,2025-04-24
GROWWMOM50,24,340,0,2025-04-24
GROWWMOM50,36,340,0,2025-04-24
GROWWN200,3,59,0,2025-02-28
GROWWN200,6,122,0,2025-02-28
GROWWN200,12,247,0,2025-02-28
GROWWN200,24,374,0,2025-02-28
GROWWN200,36,374,0,2025-02-28
GROWWNET,3,62,0,2025-07-03
GROWWNET,6,124,0,2025-07-03
GROWWNET,12,212,0,2025-07-03
GROWWNET,24,212,0,2025-07-03
GROWWNET,36,212,0,2025-07-03
GROWWNIFTY,3,62,0,2025-07-22
GROWWNIFTY,6,123,0,2025-07-22
GROWWNIFTY,12,246,0,2025-07-22
GROWWNIFTY,24,278,0,2025-07-22
GROWWNIFTY,36,278,0,2025-07-22
GROWWNXT50,3,61,0,2025-08-26
GROWWNXT50,6,124,0,2025-08-26
GROWWNXT50,12,247,0,2025-08-26
GROWWNXT50,24,251,0,2025-08-26
GROWWNXT50,36,251,0,2025-08-26
GROWWPOWER,3,60,0,2025-08-07
GROWWPOWER,6,122,0,2025-08-07
GROWWPOWER,12,187,17,2025-08-07
GROWWPOWER,24,187,17,2025-08-07
GROWWPOWER,36,187,17,2025-08-07
GROWWPSE,3,59,0,2026-02-11
GROWWPSE,6,122,0,2026-02-11
GROWWPSE,12,136,0,2026-02-11
GROWWPSE,24,136,0,2026-02-11
GROWWPSE,36,136,0,2026-02-11
GROWWPSUBK,3,59,0,2026-03-27
GROWWPSUBK,6,106,0,2026-03-27
GROWWPSUBK,12,106,0,2026-03-27
GROWWPSUBK,24,106,0,2026-03-27
GROWWPSUBK,36,106,0,2026-03-27
GROWWRAIL,3,58,0,2025-02-07
GROWWRAIL,6,123,0,2025-02-07
GROWWRAIL,12,245,0,2025-02-07
GROWWRAIL,24,387,0,2025-02-07
GROWWRAIL,36,387,0,2025-02-07
GROWWRLTY,3,62,0,2025-10-09
GROWWRLTY,6,121,0,2025-10-09
GROWWRLTY,12,145,0,2025-10-09
GROWWRLTY,24,145,0,2025-10-09
GROWWRLTY,36,145,0,2025-10-09
GROWWSC250,3,61,0,2025-10-30
GROWWSC250,6,122,0,2025-10-30
GROWWSC250,12,207,0,2025-10-30
GROWWSC250,24,207,0,2025-10-30
GROWWSC250,36,207,0,2025-10-30
GROWWSLVR,3,64,0,2025-05-23
GROWWSLVR,6,125,33,2025-05-23
GROWWSLVR,12,241,144,2025-05-23
GROWWSLVR,24,241,144,2025-05-23
GROWWSLVR,36,241,144,2025-05-23
GRPLTD,3,59,0,2015-02-12
GRPLTD,6,124,0,2015-02-12
GRPLTD,12,246,0,2015-02-12
GRPLTD,24,491,0,2015-02-12
GRPLTD,36,739,0,2015-02-12
GRSE,3,60,0,2018-10-10
GRSE,6,123,0,2018-10-10
GRSE,12,243,8,2018-10-10
GRSE,24,493,113,2018-10-10
GRSE,36,741,178,2018-10-10
GRWRHITECH,3,60,0,2022-02-03
GRWRHITECH,6,125,0,2022-02-03
GRWRHITECH,12,249,0,2022-02-03
GRWRHITECH,24,493,62,2022-02-03
GRWRHITECH,36,740,262,2022-02-03
GSEC10ABSL,3,46,0,2024-08-19
GSEC10ABSL,6,71,0,2024-08-19
GSEC10ABSL,12,167,0,2024-08-19
GSEC10ABSL,24,342,0,2024-08-19
GSEC10ABSL,36,349,0,2024-08-19
GSEC10YEAR,3,47,0,2023-04-10
GSEC10YEAR,6,93,0,2023-04-10
GSEC10YEAR,12,212,0,2023-04-10
GSEC10YEAR,24,460,0,2023-04-10
GSEC10YEAR,36,706,0,2023-04-10
GSFC,3,62,13,2005-01-03
GSFC,6,126,13,2005-01-03
GSFC,12,250,24,2005-01-03
GSFC,24,497,35,2005-01-03
GSFC,36,747,35,2005-01-03
GSLSU,3,60,41,2023-03-23
GSLSU,6,122,56,2023-03-23
GSLSU,12,248,154,2023-03-23
GSLSU,24,495,181,2023-03-23
GSLSU,36,742,192,2023-03-23
GSPCROP,3,59,40,2026-03-24
GSPCROP,6,108,89,2026-03-24
GSPCROP,12,108,89,2026-03-24
GSPCROP,24,108,89,2026-03-24
GSPCROP,36,108,89,2026-03-24
GSPL,3,60,6,2006-02-16
GSPL,6,124,6,2006-02-16
GSPL,12,247,6,2006-02-16
GSPL,24,499,71,2006-02-16
GSPL,36,741,173,2006-02-16
GSS,3,59,40,2008-03-07
GSS,6,122,87,2008-03-07
GSS,12,242,87,2008-03-07
GSS,24,482,87,2008-03-07
GSS,36,735,87,2008-03-07
GTECJAINX,3,59,0,2023-09-04
GTECJAINX,6,120,0,2023-09-04
GTECJAINX,12,234,0,2023-09-04
GTECJAINX,24,476,0,2023-09-04
GTECJAINX,36,646,0,2023-09-04
GTECJAINX-BE,3,39,0,2017-08-07
GTECJAINX-BE,6,85,0,2017-08-07
GTECJAINX-BE,12,167,0,2017-08-07
GTECJAINX-BE,24,250,0,2017-08-07
GTECJAINX-BE,36,265,0,2017-08-07
GTL,3,62,0,2005-01-03
GTL,6,126,4,2005-01-03
GTL,12,250,116,2005-01-03
GTL,24,497,288,2005-01-03
GTL,36,747,466,2005-01-03
GTLINFRA,3,61,3,2006-11-09
GTLINFRA,6,121,3,2006-11-09
GTLINFRA,12,250,38,2006-11-09
GTLINFRA,24,496,193,2006-11-09
GTLINFRA,36,735,316,2006-11-09
GTPL,3,62,0,2017-07-04
GTPL,6,125,0,2017-07-04
GTPL,12,250,0,2017-07-04
GTPL,24,493,0,2017-07-04
GTPL,36,737,0,2017-07-04
GUFICBIO,3,62,0,2005-01-03
GUFICBIO,6,126,0,2005-01-03
GUFICBIO,12,250,0,2005-01-03
GUFICBIO,24,497,0,2005-01-03
GUFICBIO,36,747,0,2005-01-03
GUJALKALI,3,62,12,2005-01-03
GUJALKALI,6,126,23,2005-01-03
GUJALKALI,12,250,43,2005-01-03
GUJALKALI,24,497,132,2005-01-03
GUJALKALI,36,747,172,2005-01-03
GUJAPOLLO,3,64,0,2007-06-04
GUJAPOLLO,6,128,0,2007-06-04
GUJAPOLLO,12,250,0,2007-06-04
GUJAPOLLO,24,491,0,2007-06-04
GUJAPOLLO,36,737,0,2007-06-04
GUJENERGY,3,62,0,2005-01-03
GUJENERGY,6,126,0,2005-01-03
GUJENERGY,12,250,0,2005-01-03
GUJENERGY,24,497,0,2005-01-03
GUJENERGY,36,747,0,2005-01-03
GUJGASLTD,3,62,0,2005-01-03
GUJGASLTD,6,126,0,2005-01-03
GUJGASLTD,12,250,0,2005-01-03
GUJGASLTD,24,497,0,2005-01-03
GUJGASLTD,36,747,0,2005-01-03
GUJRAFFIA,3,55,0,2017-12-13
GUJRAFFIA,6,102,0,2017-12-13
GUJRAFFIA,12,175,0,2017-12-13
