Symbol,Trough_Date,Trough_Close,Depth_%,Shelf_Start_Date,Shelf_High,Shelf_Range_%,ATH_Before_Breakout,DistToATH_%,Breakout_Close_Date,Breakout_Close,VolMultiple,Entry_Date,Entry_Price_NextOpen,History_Bars,Pattern_Score,Info_Fwd250_%,Info_ST73_Ret_%
JITFINFRA,03-Oct-2023,411.35,41.46,03-Jul-2024,831.75,8.52,945.05,-8.26,25-Jul-2024,867.0,4.66,26-Jul-2024,909.0,1823,0.56,-63.27,7.0
HATHWAY,07-Jul-2010,34.24,23.88,13-Aug-2010,43.87,7.61,44.98,-1.47,03-Sep-2010,44.32,6.07,06-Sep-2010,44.6,132,0.56,-61.73,-13.52
VOLTAS,19-Jul-2006,63.66,41.3,10-Oct-2006,99.48,9.14,110.67,-9.84,02-Nov-2006,99.78,5.09,03-Nov-2006,100.68,455,0.56,102.68,-2.73
CANTABIL,11-Aug-2017,12.67,25.82,19-Dec-2017,24.61,11.82,24.61,0.89,10-Jan-2018,24.83,5.67,11-Jan-2018,24.7,1784,0.56,3.48,-13.68
EVERESTIND-BE,26-Dec-2016,185.1,41.81,14-Sep-2017,369.35,11.57,418.75,-6.67,06-Oct-2017,390.8,6.22,09-Oct-2017,415.0,3141,0.56,9.53,33.31
JSL,20-Jun-2022,97.6,52.33,15-Nov-2022,180.65,7.78,217.7,-9.37,06-Dec-2022,197.3,8.21,07-Dec-2022,204.0,1741,0.56,164.8,30.05
ZENSARTECH,23-Dec-2022,202.9,43.34,14-Aug-2023,536.15,7.32,579.3,-3.52,05-Sep-2023,558.9,3.44,06-Sep-2023,561.8,4613,0.56,36.07,-14.51
APOLLOTYRE,04-Oct-2011,51.9,36.0,15-Mar-2012,83.55,9.46,87.3,-3.09,09-Apr-2012,84.6,3.05,10-Apr-2012,84.8,1795,0.56,-2.12,-4.78
WHIRLPOOL,26-Dec-2016,841.1,28.53,22-Feb-2017,1064.75,4.45,1176.8,-6.14,17-Mar-2017,1104.55,8.93,20-Mar-2017,1119.0,1775,0.56,36.76,1.26
MUNJALAU,13-Mar-2024,74.9,34.21,09-Jul-2024,94.14,11.19,113.85,-1.92,31-Jul-2024,111.66,69.22,01-Aug-2024,115.0,4442,0.56,-33.37,-1.51
WESTLIFE,27-May-2020,276.29,42.86,24-Nov-2020,437.52,11.81,483.55,-3.32,16-Dec-2020,467.48,21.14,17-Dec-2020,477.63,330,0.56,17.24,-4.07
ARVIND,24-Feb-2023,79.85,21.6,01-Jun-2023,133.6,5.84,153.1,-9.96,22-Jun-2023,137.85,4.98,23-Jun-2023,138.0,1132,0.56,161.74,-8.66
MAHLIFE,28-Mar-2023,301.3,39.24,07-Jul-2023,453.1,3.69,495.9,-5.42,28-Jul-2023,469.0,4.35,31-Jul-2023,475.15,4587,0.55,17.76,2.78
3MINDIA,04-Mar-2025,25982.5,34.08,11-Dec-2025,36000.0,4.68,40020.6,-9.62,02-Jan-2026,36170.0,3.17,05-Jan-2026,36360.0,5189,0.55,-9.69,-8.21
TBOTEK,23-Mar-2026,1018.0,40.25,10-Aug-2026,1725.1,7.45,1928.6,-9.51,31-Aug-2026,1745.1,3.07,01-Sep-2026,1750.0,567,0.55,-4.29,-4.29
BLS,06-Dec-2021,45.78,38.63,24-May-2022,96.28,9.58,96.4,4.32,14-Jun-2022,100.56,3.89,15-Jun-2022,102.96,1481,0.55,91.26,50.94
JKTYRE,04-Mar-2009,6.09,64.59,23-Dec-2009,32.94,6.5,37.59,-8.73,18-Jan-2010,34.31,7.66,19-Jan-2010,34.43,1205,0.55,-28.52,2.18
ICICIBANK,02-Apr-2018,261.85,27.73,05-Oct-2018,327.1,6.37,362.3,-3.56,29-Oct-2018,349.4,3.43,30-Oct-2018,347.45,3892,0.55,37.73,-1.12
REPRO,29-Mar-2023,347.95,24.72,24-Jul-2023,821.15,11.4,862.25,-3.11,14-Aug-2023,835.4,5.31,16-Aug-2023,852.1,4354,0.55,-32.5,-14.85
SHARDACROP,09-Apr-2025,451.12,46.32,12-Jun-2025,835.66,8.54,840.38,4.39,03-Jul-2025,877.3,7.02,04-Jul-2025,882.35,2654,0.55,3.67,-12.42
ALKEM,25-Feb-2025,4563.7,28.31,16-Dec-2025,5663.5,3.53,6366.25,-8.79,07-Jan-2026,5806.5,4.53,08-Jan-2026,5805.5,2485,0.55,-11.96,-6.94
STYRENIX,09-Sep-2020,495.0,44.12,19-Jan-2021,1035.7,11.93,1141.5,-5.9,10-Feb-2021,1074.2,13.78,11-Feb-2021,1100.05,3967,0.55,4.1,21.07
FEDFINA,28-Mar-2025,82.51,30.01,20-Aug-2025,143.04,6.08,147.7,2.74,11-Sep-2025,151.75,8.07,12-Sep-2025,152.5,438,0.55,4.26,-6.68
AFFLE,19-Mar-2024,1013.6,23.22,18-Jun-2024,1370.55,9.8,1486.45,-4.96,09-Jul-2024,1412.65,6.75,10-Jul-2024,1425.45,1218,0.55,37.54,3.47
NDTV,14-Jun-2006,108.75,51.18,24-Jan-2007,258.77,11.67,258.77,3.14,19-Feb-2007,266.9,6.06,20-Feb-2007,270.32,527,0.55,18.29,-19.92
TPLPLASTEH,18-Mar-2016,14.06,39.45,22-Jul-2016,42.29,9.22,45.74,-1.73,12-Aug-2016,44.95,4.11,16-Aug-2016,45.19,298,0.55,-12.7,-18.65
INDUSTOWER,04-Sep-2025,324.05,23.89,10-Dec-2025,423.9,4.64,458.5,-4.95,01-Jan-2026,435.8,3.65,02-Jan-2026,438.0,3206,0.55,-15.07,0.11
J&KBANK,17-Jan-2011,70.17,23.33,26-May-2011,83.78,6.83,93.44,-9.0,16-Jun-2011,85.03,3.84,17-Jun-2011,83.59,1596,0.55,11.19,-2.7
MANAPPURAM,10-Sep-2015,20.7,42.42,11-Jul-2016,82.0,10.85,90.83,-5.26,01-Aug-2016,86.05,4.37,02-Aug-2016,87.25,1504,0.55,17.82,2.01
UGARSUGAR,20-Jun-2022,44.15,45.18,04-Nov-2022,80.95,9.39,82.32,8.41,28-Nov-2022,89.24,12.73,29-Nov-2022,90.03,3018,0.55,-0.11,-1.66
SJS,17-Mar-2025,816.09,37.24,19-May-2025,1120.29,3.98,1300.33,-8.49,09-Jun-2025,1189.95,7.6,10-Jun-2025,1191.65,878,0.55,84.94,-2.96
ADSL,13-Mar-2024,128.45,33.05,02-Aug-2024,224.67,10.97,239.12,-1.56,26-Aug-2024,235.38,5.93,27-Aug-2024,238.0,2384,0.55,-33.89,2.67
ACMESOLAR,23-Jan-2026,198.78,37.59,04-May-2026,299.85,8.09,318.52,-5.63,25-May-2026,300.6,3.64,26-May-2026,303.5,374,0.55,31.05,31.05
NOCIL,26-Feb-2016,38.85,37.64,29-Jul-2016,59.25,9.62,68.7,-4.95,22-Aug-2016,65.3,7.94,23-Aug-2016,65.35,2872,0.55,109.87,-4.36
FIVESTAR,20-Mar-2023,497.97,23.09,29-May-2023,602.01,10.78,647.46,0.08,19-Jun-2023,647.95,9.43,20-Jun-2023,648.75,143,0.54,21.85,8.18
HAL,04-Nov-2020,330.45,48.91,03-Aug-2021,580.0,8.03,646.8,-3.51,25-Aug-2021,624.1,11.58,26-Aug-2021,628.5,842,0.54,80.84,5.58
BEML,07-Oct-2024,1747.4,32.82,02-Jun-2025,2319.8,9.33,2601.2,-7.95,23-Jun-2025,2394.4,3.59,24-Jun-2025,2400.5,5058,0.54,-28.8,-13.58
ADANIENSOL,12-Mar-2020,163.85,51.91,15-Dec-2020,441.2,10.3,441.2,2.96,06-Jan-2021,454.25,3.23,07-Jan-2021,457.0,1340,0.54,298.18,-11.14
JKLAKSHMI,13-May-2024,759.65,21.18,27-Nov-2024,870.75,10.45,963.75,-8.88,18-Dec-2024,878.2,3.39,19-Dec-2024,870.0,4571,0.54,-9.89,-8.38
CDSL,28-Mar-2023,442.85,28.39,10-Oct-2023,728.1,11.26,833.3,-9.89,01-Nov-2023,750.9,5.97,02-Nov-2023,762.0,1568,0.54,104.46,13.74
OBEROIRLTY,22-May-2020,292.9,48.25,19-Feb-2021,570.2,6.95,623.75,-4.35,15-Mar-2021,596.6,4.71,16-Mar-2021,608.0,2566,0.54,50.15,38.03
ZAGGLE,04-Jun-2024,260.05,31.64,20-Aug-2024,368.4,5.61,380.4,7.61,11-Sep-2024,409.35,7.93,12-Sep-2024,419.0,234,0.54,-16.46,16.16
FORCEMOT,25-Oct-2024,6209.5,34.55,25-Mar-2025,9217.8,9.47,9949.3,-6.53,21-Apr-2025,9299.5,3.2,22-Apr-2025,9326.0,1329,0.54,122.5,93.93
COCHINSHIP,27-Mar-2023,207.0,38.21,19-Jun-2023,297.8,6.04,338.75,-4.46,11-Jul-2023,323.65,16.18,12-Jul-2023,323.65,1461,0.54,774.02,54.83
HDFCLIFE,26-Oct-2018,359.8,29.23,02-Jul-2019,503.55,9.49,540.0,-5.82,23-Jul-2019,508.55,4.44,24-Jul-2019,511.9,413,0.54,24.58,10.94
DSSL,03-Oct-2022,258.6,37.81,30-May-2023,495.9,10.41,533.45,-6.0,20-Jun-2023,501.45,3.09,21-Jun-2023,514.0,3783,0.54,125.7,21.01
SANSERA,09-Apr-2025,1028.28,36.48,10-Oct-2025,1521.0,8.04,1720.95,-9.46,03-Nov-2025,1558.1,5.66,04-Nov-2025,1570.0,1013,0.54,161.27,8.01
POLYPLEX,03-Oct-2019,420.45,35.3,14-Jul-2020,616.8,7.77,649.85,-0.87,04-Aug-2020,644.2,4.64,05-Aug-2020,648.7,3837,0.54,136.6,7.52
PERSISTENT,15-Jul-2022,1570.9,36.09,02-Jan-2023,2161.75,10.91,2457.85,-6.56,23-Jan-2023,2296.6,4.67,24-Jan-2023,2292.95,3167,0.54,88.35,-1.15
BLUEDART,19-Mar-2024,5500.95,27.19,20-Jun-2024,8400.6,8.79,9369.45,-8.09,11-Jul-2024,8611.3,5.11,12-Jul-2024,8600.0,4821,0.54,-20.65,-8.94
BLAL,12-Jun-2023,146.85,46.14,08-Jan-2024,227.95,11.74,272.65,-4.53,01-Feb-2024,260.3,7.69,02-Feb-2024,263.05,194,0.53,-21.43,0.32
CONCOR,28-Mar-2023,450.6,28.35,21-Aug-2023,567.1,7.19,647.7,-9.39,11-Sep-2023,586.9,4.11,12-Sep-2023,591.2,4617,0.53,30.09,-8.59
BOSCHLTD,09-Apr-2025,26182.7,28.26,13-Jun-2025,34405.0,8.44,38795.6,-7.39,04-Jul-2025,35930.0,8.82,07-Jul-2025,35760.0,5066,0.53,16.89,8.39
AMANTA-BE,17-Mar-2026,95.03,36.1,29-Jul-2026,173.0,11.4,186.47,-4.74,19-Aug-2026,177.63,7.7,20-Aug-2026,177.63,233,0.53,13.6,13.6
PAISALO,18-Jul-2023,24.1,46.97,08-Jan-2024,54.95,9.46,55.3,6.51,30-Jan-2024,58.9,6.08,31-Jan-2024,60.0,3602,0.53,-27.53,16.83
CARERATING,09-Oct-2025,1472.4,24.07,23-Apr-2026,1735.7,10.12,1939.2,-7.16,15-May-2026,1800.4,3.27,18-May-2026,1799.0,3306,0.53,-5.66,-5.66
THERMAX,14-Jun-2006,209.65,46.5,26-Oct-2006,349.0,10.03,391.9,-9.17,16-Nov-2006,355.95,4.5,17-Nov-2006,360.0,465,0.53,144.33,8.99
TATAELXSI,09-Mar-2009,38.28,55.22,02-Mar-2010,157.0,11.53,180.43,-6.72,23-Mar-2010,168.3,6.21,25-Mar-2010,171.0,1286,0.53,-30.54,-13.6
ZEEL,26-Dec-2016,422.92,25.4,19-Apr-2017,523.22,7.22,566.95,-5.89,11-May-2017,533.55,5.42,12-May-2017,532.52,3048,0.53,5.33,-9.55
PFIZER,03-Feb-2014,1031.75,24.51,26-May-2014,1262.95,4.48,1366.65,-6.71,16-Jun-2014,1275.0,3.18,17-Jun-2014,1275.0,2336,0.53,58.85,0.11
BAJAJHLDNG,29-Feb-2016,1349.15,22.18,30-May-2016,1554.7,3.06,1733.65,-8.96,20-Jun-2016,1578.4,48.78,21-Jun-2016,1577.95,2829,0.53,34.47,25.2
KKCL,27-Feb-2023,377.65,32.14,29-May-2023,507.85,4.33,556.55,-5.85,19-Jun-2023,524.0,5.68,20-Jun-2023,524.2,4233,0.53,36.39,27.42
SBILIFE,13-Mar-2025,1385.55,27.84,03-Oct-2025,1852.7,4.42,1928.65,-1.32,27-Oct-2025,1903.1,3.27,28-Oct-2025,1903.1,1997,0.53,-11.14,3.74
MTNL,29-Mar-2005,111.5,33.07,20-Jan-2006,149.75,10.62,166.6,-9.87,14-Feb-2006,150.15,3.41,15-Feb-2006,153.0,277,0.53,-2.52,13.66
NEWGEN,20-Jun-2022,161.67,43.18,08-Jun-2023,322.05,3.43,355.17,-5.28,30-Jun-2023,336.41,3.38,03-Jul-2023,340.52,1338,0.53,176.97,20.08
INDIAMART,12-May-2021,3340.6,31.69,22-Sep-2021,4403.3,6.92,4890.45,-3.08,13-Oct-2021,4740.05,4.36,14-Oct-2021,4750.0,565,0.53,-53.97,-16.72
INDUSINDBK,09-Feb-2011,209.65,30.81,13-Jun-2011,275.1,8.67,303.0,-6.88,04-Jul-2011,282.15,3.42,05-Jul-2011,282.55,2072,0.53,21.48,-6.49
NITINSPIN,07-Nov-2025,305.35,24.19,02-Apr-2026,421.45,10.5,487.65,-8.98,27-Apr-2026,443.85,4.11,28-Apr-2026,443.85,4995,0.53,46.9,46.9
PASUPTAC,04-Jun-2024,34.55,26.49,19-Aug-2024,52.45,7.3,55.65,-1.42,09-Sep-2024,54.86,6.24,10-Sep-2024,55.3,716,0.53,-13.62,-11.18
ESCORTS,30-Apr-2021,1118.6,22.45,23-Aug-2021,1397.4,10.02,1442.4,1.64,14-Sep-2021,1466.0,3.46,15-Sep-2021,1462.0,4122,0.53,36.84,24.75
VENUSREM-BE,19-Sep-2025,431.3,21.98,07-Jan-2026,781.5,9.39,833.4,-1.78,30-Jan-2026,818.55,3.85,01-Feb-2026,835.0,4713,0.53,94.37,-17.89
JSL,02-Jun-2016,14.25,53.88,21-Dec-2016,39.85,10.16,42.7,-5.85,11-Jan-2017,40.2,4.35,12-Jan-2017,40.0,282,0.52,205.12,75.63
DOLATALGO,06-Nov-2020,43.39,29.78,23-Apr-2021,68.93,9.24,80.07,-6.44,17-May-2021,74.91,9.33,18-May-2021,76.84,430,0.52,6.05,29.83
DWARKESH,17-Nov-2016,22.57,37.44,09-Feb-2017,42.33,6.31,44.67,-4.41,03-Mar-2017,42.7,5.41,06-Mar-2017,42.98,3002,0.52,-34.97,-1.54
SJVN,24-Mar-2023,30.55,25.67,31-Oct-2023,76.9,7.61,81.75,-0.31,21-Nov-2023,81.5,4.69,22-Nov-2023,81.8,3340,0.52,38.12,2.63
JKTYRE,26-Dec-2016,108.5,31.24,28-Mar-2017,145.5,10.31,157.8,-2.22,20-Apr-2017,154.3,3.16,21-Apr-2017,155.7,2996,0.52,-2.5,2.06
MOREALTY,07-Apr-2025,77.81,30.3,16-May-2025,99.1,7.95,115.2,-9.81,06-Jun-2025,103.9,3.18,09-Jun-2025,107.02,293,0.52,-28.13,-10.32
HDFCAMC,09-Oct-2018,623.0,34.63,23-May-2019,930.5,8.06,953.0,-0.26,14-Jun-2019,950.5,3.57,17-Jun-2019,949.5,207,0.52,27.17,-1.58
MTEDUCARE-BE,24-Mar-2015,96.95,35.19,22-Sep-2015,136.6,7.65,149.6,-4.18,15-Oct-2015,143.35,5.43,16-Oct-2015,145.19,865,0.52,-5.02,-0.92
SBIN,22-May-2020,150.85,56.81,29-Apr-2021,384.55,8.83,415.2,-3.37,21-May-2021,401.2,3.96,24-May-2021,417.0,4524,0.52,10.8,-2.47
GUFICBIO,04-Mar-2026,273.5,23.04,12-Aug-2026,431.5,5.84,485.45,-9.61,02-Sep-2026,438.8,6.66,03-Sep-2026,443.0,5315,0.52,-3.43,-3.43
TRIGYN,05-Oct-2017,88.25,45.1,19-Dec-2017,137.0,7.26,160.75,-9.58,10-Jan-2018,145.35,11.19,11-Jan-2018,146.95,3175,0.52,-42.09,-8.95
FORCEMOT,24-Mar-2020,621.75,57.69,21-Dec-2020,1388.8,7.22,1511.35,-6.25,12-Jan-2021,1416.9,6.04,13-Jan-2021,1426.0,348,0.52,-6.97,-9.91
ARIES,03-Mar-2025,227.52,41.03,08-Jul-2025,373.9,8.37,385.85,-0.57,29-Jul-2025,383.65,7.08,30-Jul-2025,378.65,4330,0.52,-9.92,-1.93
SHREEPUSHK,28-Mar-2024,156.97,31.76,01-Nov-2024,280.86,7.88,315.87,-8.88,26-Nov-2024,287.82,4.19,27-Nov-2024,294.44,2269,0.52,36.05,6.39
BANCOINDIA,03-Mar-2025,308.25,46.72,09-Jun-2025,609.35,8.13,609.35,5.19,30-Jun-2025,641.0,4.11,01-Jul-2025,655.0,4565,0.52,3.37,-8.35
MAHSCOOTER,08-Mar-2022,3377.35,29.85,11-Aug-2022,4365.05,6.51,4913.95,-8.74,05-Sep-2022,4484.4,6.03,06-Sep-2022,4445.0,4337,0.52,69.66,7.64
MIDHANI,20-Jun-2022,158.1,23.59,14-Sep-2022,224.8,10.68,252.75,-9.12,06-Oct-2022,229.7,8.61,07-Oct-2022,231.35,1116,0.52,76.29,-3.96
ICICIBANK,23-Mar-2020,284.0,48.3,08-Jan-2021,556.5,6.14,556.5,8.5,01-Feb-2021,603.8,3.25,02-Feb-2021,613.0,4451,0.52,31.97,-2.49
SKIPPER,28-Mar-2023,87.41,36.08,27-Oct-2023,233.15,7.5,268.26,-4.39,20-Nov-2023,256.49,10.25,21-Nov-2023,263.67,2096,0.52,113.37,-20.48
COFFEEDAY-BE,29-Feb-2016,222.05,22.91,10-May-2016,266.8,4.93,288.05,-7.0,31-May-2016,267.9,8.14,01-Jun-2016,265.5,141,0.52,-6.76,-10.79
COFFEEDAY,29-Feb-2016,222.05,22.91,10-May-2016,266.8,4.93,288.05,-7.0,31-May-2016,267.9,8.14,01-Jun-2016,265.5,140,0.52,-6.76,-10.79
GVKPIL-BE,24-Jul-2006,13.26,60.24,17-Apr-2007,33.94,6.04,34.76,5.35,10-May-2007,36.62,4.67,11-May-2007,36.0,295,0.52,51.11,34.47
NECLIFE,31-Oct-2005,19.03,31.6,13-Feb-2006,26.22,4.92,27.82,-5.36,06-Mar-2006,26.33,4.08,07-Mar-2006,26.5,155,0.52,-47.02,-14.08
OIL,29-Aug-2013,138.8,31.18,25-Jul-2014,198.45,5.09,216.0,-6.71,19-Aug-2014,201.5,4.32,20-Aug-2014,201.25,1208,0.52,-25.39,0.07
KIRLOSENG,28-Feb-2025,576.1,51.03,26-Nov-2025,1227.1,11.56,1418.95,-9.69,17-Dec-2025,1281.4,21.71,18-Dec-2025,1254.9,3702,0.51,77.3,-12.42
SIEMENS,14-Jun-2006,282.75,38.67,01-Nov-2006,469.75,7.5,469.75,5.15,22-Nov-2006,493.95,5.14,23-Nov-2006,507.1,469,0.51,41.12,-16.64
NATIONALUM,30-Jun-2005,34.21,26.75,08-Nov-2005,47.86,6.79,50.42,-3.43,30-Nov-2005,48.69,3.29,01-Dec-2005,49.25,226,0.51,9.26,43.23
UPL,20-Jul-2006,67.4,31.22,23-Oct-2006,97.75,9.41,98.0,0.66,15-Nov-2006,98.65,4.33,16-Nov-2006,99.15,678,0.51,13.57,-7.26
MRF,02-May-2019,52424.85,24.38,21-Jan-2020,72390.8,6.27,80860.45,-9.41,10-Feb-2020,73247.9,4.1,11-Feb-2020,73200.0,3727,0.51,32.48,-7.71
ACMESOLAR,28-Jan-2025,173.53,38.11,16-Jun-2025,253.53,4.08,280.38,-9.27,07-Jul-2025,254.39,6.25,08-Jul-2025,255.77,158,0.51,50.37,4.28
ETERNAL,13-Mar-2025,201.43,33.51,01-Jul-2025,271.7,5.34,302.95,-1.04,22-Jul-2025,299.8,14.22,23-Jul-2025,298.0,967,0.51,3.27,10.18
GLAXO,07-May-2014,1188.23,22.16,13-Oct-2014,1380.13,2.93,1526.53,-8.59,07-Nov-2014,1395.43,3.88,10-Nov-2014,1381.18,2429,0.51,13.68,4.12
FDC,03-May-2005,39.85,35.31,15-Dec-2005,52.7,7.97,61.6,-7.47,05-Jan-2006,57.0,17.09,06-Jan-2006,60.0,252,0.51,-37.17,-16.0
INTELLECT,28-Mar-2023,397.0,43.36,29-Dec-2023,866.2,6.77,973.4,-5.1,19-Jan-2024,923.75,11.38,20-Jan-2024,929.0,2247,0.51,-4.55,-2.55
JAYSREETEA,25-Feb-2009,34.23,59.74,31-Jul-2009,104.72,10.28,106.08,16.75,21-Aug-2009,123.85,12.55,24-Aug-2009,107.15,1146,0.51,43.54,61.55
CENTUM,06-Jul-2022,397.45,37.89,27-Apr-2023,799.3,7.56,907.65,-8.1,19-May-2023,834.15,6.11,22-May-2023,775.0,3737,0.51,150.54,77.79
AETHER,30-Nov-2023,779.75,28.68,20-Aug-2024,974.5,10.29,1165.95,-9.14,10-Sep-2024,1059.35,31.04,11-Sep-2024,1035.1,563,0.51,-28.9,-16.67
HDFCLIFE,15-Jan-2025,594.2,20.33,06-Jun-2025,799.45,5.83,799.45,0.94,27-Jun-2025,806.95,7.71,30-Jun-2025,809.0,1884,0.51,-29.86,-6.18
JGCHEM,28-Mar-2025,299.59,34.55,13-Jun-2025,406.27,5.34,457.71,0.16,04-Jul-2025,458.46,30.75,07-Jul-2025,468.99,322,0.51,-3.12,-2.49
MOTILALOFS,07-Apr-2025,565.65,44.13,12-Jun-2025,870.05,6.12,1029.7,-9.77,03-Jul-2025,929.1,7.05,04-Jul-2025,920.0,4398,0.51,2.34,-6.82
BSOFT,11-Oct-2019,58.8,49.09,24-Aug-2020,177.15,9.37,177.15,3.13,14-Sep-2020,182.7,3.45,15-Sep-2020,183.4,3874,0.51,130.67,26.39
AHLUCONT,11-Aug-2017,260.95,34.66,04-Dec-2017,383.5,6.9,399.35,-2.34,26-Dec-2017,390.0,21.7,27-Dec-2017,414.0,1982,0.51,-21.68,-15.25
RADICO,12-May-2022,739.8,41.6,13-Jan-2023,1150.45,10.56,1266.75,-6.91,06-Feb-2023,1179.2,3.19,07-Feb-2023,1187.05,4470,0.51,45.34,-9.07
MAXIND,26-Oct-2023,133.6,27.33,03-Apr-2024,237.5,11.62,237.5,3.94,26-Apr-2024,246.85,4.84,29-Apr-2024,247.0,905,0.51,-26.4,15.45
CENTURYPLY,12-May-2022,496.1,31.07,22-Jul-2022,634.3,9.7,719.7,-8.26,16-Aug-2022,660.25,3.12,17-Aug-2022,663.0,4045,0.5,-6.84,-5.09
SECURKLOUD,26-Mar-2015,232.26,40.07,08-Oct-2015,684.98,7.69,684.98,0.12,30-Oct-2015,685.79,4.89,02-Nov-2015,689.85,428,0.5,13.57,13.48
CEATLTD,24-Jun-2016,772.6,34.17,20-Feb-2017,1222.85,8.88,1398.1,-9.89,15-Mar-2017,1259.8,3.24,16-Mar-2017,1270.0,2983,0.5,21.12,37.04
SOLARINDS,14-Feb-2022,2208.7,22.81,20-May-2022,2807.5,8.76,3036.15,-5.93,10-Jun-2022,2856.25,6.67,13-Jun-2022,2849.0,3993,0.5,35.79,-2.72
KEI,24-Jul-2006,40.84,60.29,27-Dec-2006,95.65,10.19,102.84,0.98,18-Jan-2007,103.85,7.34,19-Jan-2007,107.4,205,0.5,8.71,-13.55
RAMRAT,23-Dec-2022,72.84,35.1,27-Jun-2023,145.44,7.12,149.09,-0.46,19-Jul-2023,148.41,4.5,20-Jul-2023,149.36,239,0.5,42.89,-9.34
WIPRO,01-Oct-2019,114.5,21.95,21-Aug-2020,139.55,5.16,146.7,-1.98,11-Sep-2020,143.8,4.38,14-Sep-2020,143.75,4353,0.5,129.88,13.91
GVPIL,14-Jun-2006,189.07,55.63,03-Oct-2006,374.82,9.89,428.98,-8.15,26-Oct-2006,394.03,4.86,27-Oct-2006,397.11,913,0.5,147.57,4.41
NOCIL,24-Mar-2023,203.9,29.43,29-Jan-2024,279.6,7.62,315.2,-7.74,19-Feb-2024,290.8,7.5,20-Feb-2024,293.25,4726,0.5,-36.19,-12.74
KAJARIACER,18-May-2020,300.4,48.25,31-Dec-2020,783.2,10.16,783.2,1.54,21-Jan-2021,795.3,6.14,22-Jan-2021,816.0,3963,0.5,53.9,6.9
NIITLTD,10-Aug-2023,78.2,20.16,01-Jan-2024,122.95,6.79,140.75,-8.06,20-Jan-2024,129.4,22.48,23-Jan-2024,131.15,155,0.5,27.4,-22.19
FORCEMOT,10-Feb-2025,6295.0,20.47,07-Apr-2025,9299.5,10.26,9949.3,1.14,02-May-2025,10062.5,13.37,05-May-2025,10062.5,1337,0.5,100.48,79.74
SUBROS,02-Mar-2023,280.05,25.23,11-Aug-2023,416.65,10.0,467.35,-9.16,04-Sep-2023,424.55,12.51,05-Sep-2023,426.4,4478,0.5,81.33,-15.31
MHRIL,30-Dec-2021,186.9,29.03,24-Mar-2022,250.7,8.5,290.05,-8.77,18-Apr-2022,264.6,4.98,19-Apr-2022,269.9,3148,0.5,7.78,-19.88
EMAMIREAL,21-Nov-2016,54.0,37.82,09-Oct-2017,186.9,4.23,195.65,0.64,01-Nov-2017,196.9,8.6,02-Nov-2017,201.05,698,0.5,-22.83,40.94
KRBL,17-Aug-2010,22.1,23.92,20-Sep-2010,38.05,8.54,38.05,7.49,11-Oct-2010,40.9,4.54,12-Oct-2010,42.0,1425,0.5,-39.17,5.6
LMW,28-Mar-2023,9962.6,28.62,09-Jun-2023,13154.0,7.53,13957.6,-3.56,03-Jul-2023,13460.75,4.44,04-Jul-2023,13460.75,4568,0.5,23.07,-4.18
TRENT,07-May-2014,95.44,24.38,11-Aug-2014,115.78,4.39,131.61,-9.09,03-Sep-2014,119.65,3.85,04-Sep-2014,119.55,2389,0.49,-0.14,0.79
POLYMED,20-Jun-2022,667.75,29.67,17-Oct-2022,962.4,5.91,1133.15,-8.98,09-Nov-2022,1031.35,12.0,10-Nov-2022,1030.0,2694,0.49,39.83,-13.25
HINDUNILVR,12-Mar-2010,219.4,20.79,02-Sep-2010,303.3,11.01,303.3,3.84,24-Sep-2010,314.95,4.4,27-Sep-2010,318.0,1878,0.49,4.14,-7.83
SOLARINDS,24-Apr-2020,850.8,34.27,21-Dec-2020,1129.3,8.0,1294.45,-8.62,12-Jan-2021,1182.9,4.19,13-Jan-2021,1188.7,3644,0.49,88.93,4.96
COFORGE,17-Mar-2026,1073.9,45.71,07-Aug-2026,1901.8,7.01,1977.9,1.86,28-Aug-2026,2014.6,3.29,31-Aug-2026,2015.0,5352,0.49,-9.16,-9.16
TVSHLTD,08-Apr-2025,8007.4,32.18,16-Dec-2025,14824.0,8.89,15713.0,-3.26,07-Jan-2026,15201.0,3.15,08-Jan-2026,15300.0,4297,0.49,-13.77,-11.98
KCP,16-Mar-2023,92.8,31.26,06-Nov-2023,148.85,10.01,165.95,-8.38,28-Nov-2023,152.05,4.05,29-Nov-2023,152.65,4668,0.49,61.85,11.07
DCAL,16-Nov-2017,278.5,20.89,06-Apr-2018,356.7,8.1,390.05,-4.35,27-Apr-2018,373.1,5.15,30-Apr-2018,373.0,147,0.49,-42.05,-9.32
AUROPHARMA,06-Nov-2008,10.63,67.1,03-Sep-2009,70.62,3.5,81.03,-8.02,25-Sep-2009,74.53,8.35,29-Sep-2009,73.99,1170,0.49,43.09,19.38
ARIHANTSUP,25-Oct-2023,163.97,25.17,12-Jun-2024,346.21,4.09,386.67,-6.33,04-Jul-2024,362.19,5.68,05-Jul-2024,363.63,1792,0.49,8.96,-12.23
GILLETTE,17-Feb-2025,7451.6,25.46,24-Jun-2025,10909.5,5.39,10909.5,0.79,15-Jul-2025,10996.0,5.44,16-Jul-2025,11029.0,5073,0.49,-28.32,-9.39
UTIAMC,11-Mar-2025,888.7,34.14,19-May-2025,1183.93,5.61,1349.44,-8.7,09-Jun-2025,1232.1,3.4,10-Jun-2025,1240.04,1148,0.49,-26.94,4.59
