cell,phase,params,seeds,window,x_med,cagr_med,cagr_min,cagr_max,cagr_worst_seed,dd_med,dd_worst,calmar_med,n_med,win_med,avg_win,avg_loss,mean_tr,median_tr,streak,tpy,signals,passed_up,yearly_med,runtime_s
p6B_slots8_risk0.015,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""risk"", ""risk_pct"": 0.015, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,51.1,30.76,26.86,39.82,26.86,-45.1,-51.3,0.686,421,44.3,25.81,-6.34,7.659,-1.943,14,28.7,29714,29293,"{""2012"": 70.3, ""2013"": 24.2, ""2014"": 78.4, ""2015"": 3.0, ""2016"": 25.2, ""2017"": 107.7, ""2018"": -23.8, ""2019"": 14.8, ""2020"": 41.7, ""2021"": 104.8, ""2022"": 15.6, ""2023"": 75.0, ""2024"": 44.0, ""2025"": -13.0, ""2026"": 14.6}",3.1
p6B_slots8_risk0.02,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",3.1
p6B_slots8_fixed0.0625,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,17.21,21.41,15.93,24.5,15.93,-24.66,-28.94,0.818,752,43.2,26.3,-6.53,7.671,-2.007,21,51.3,29714,3300,"{""2012"": 35.0, ""2013"": 9.4, ""2014"": 41.6, ""2015"": 3.6, ""2016"": 18.0, ""2017"": 55.4, ""2018"": -10.0, ""2019"": 7.2, ""2020"": 24.6, ""2021"": 59.4, ""2022"": 7.2, ""2023"": 40.1, ""2024"": 23.5, ""2025"": -4.3, ""2026"": 11.7}",1.7
p6B_slots8_fixed0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,41.73,28.97,26.83,33.23,26.83,-35.43,-39.41,0.806,747,44.2,25.32,-6.53,7.067,-1.868,21,50.9,29714,3597,"{""2012"": 54.8, ""2013"": 13.4, ""2014"": 68.8, ""2015"": 3.6, ""2016"": 22.2, ""2017"": 92.0, ""2018"": -19.8, ""2019"": 11.6, ""2020"": 40.6, ""2021"": 96.5, ""2022"": 3.0, ""2023"": 68.5, ""2024"": 51.8, ""2025"": -13.4, ""2026"": 12.9}",2.0
p6B_slots8_fixed0.1875,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1875, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,51.1,30.76,26.86,39.82,26.86,-45.1,-51.3,0.686,421,44.3,25.81,-6.34,7.659,-1.943,14,28.7,29714,29293,"{""2012"": 70.3, ""2013"": 24.2, ""2014"": 78.4, ""2015"": 3.0, ""2016"": 25.2, ""2017"": 107.7, ""2018"": -23.8, ""2019"": 14.8, ""2020"": 41.7, ""2021"": 104.8, ""2022"": 15.6, ""2023"": 75.0, ""2024"": 44.0, ""2025"": -13.0, ""2026"": 14.6}",3.5
p6B_slots10_risk0.01,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 10, ""sizing"": ""risk"", ""risk_pct"": 0.01, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,65.46,32.99,25.21,39.35,25.21,-38.37,-48.72,0.829,642,42.6,25.99,-6.53,7.673,-2.261,19,43.8,29714,29072,"{""2012"": 66.0, ""2013"": 16.0, ""2014"": 73.5, ""2015"": 9.0, ""2016"": 26.4, ""2017"": 95.4, ""2018"": -20.6, ""2019"": 12.0, ""2020"": 43.6, ""2021"": 120.2, ""2022"": 9.0, ""2023"": 74.6, ""2024"": 37.8, ""2025"": -13.3, ""2026"": 11.3}",3.7
p6B_slots10_risk0.015,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 10, ""sizing"": ""risk"", ""risk_pct"": 0.015, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,51.1,30.76,26.86,39.82,26.86,-45.1,-51.3,0.686,421,44.3,25.81,-6.34,7.659,-1.943,14,28.7,29714,29293,"{""2012"": 70.3, ""2013"": 24.2, ""2014"": 78.4, ""2015"": 3.0, ""2016"": 25.2, ""2017"": 107.7, ""2018"": -23.8, ""2019"": 14.8, ""2020"": 41.7, ""2021"": 104.8, ""2022"": 15.6, ""2023"": 75.0, ""2024"": 44.0, ""2025"": -13.0, ""2026"": 14.6}",3.2
p6B_slots10_risk0.02,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 10, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",2.9
p6B_slots10_fixed0.0625,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 10, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,23.6,24.04,21.21,28.88,21.21,-29.7,-35.42,0.808,942,43.4,24.99,-6.61,7.16,-2.038,24,64.2,29714,3759,"{""2012"": 43.2, ""2013"": 9.6, ""2014"": 52.2, ""2015"": 1.6, ""2016"": 15.9, ""2017"": 63.2, ""2018"": -13.0, ""2019"": 8.8, ""2020"": 34.2, ""2021"": 82.8, ""2022"": 2.0, ""2023"": 52.4, ""2024"": 28.0, ""2025"": -4.6, ""2026"": 14.4}",1.9
p6B_slots10_fixed0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 10, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,58.19,31.93,24.59,38.3,24.59,-36.3,-44.86,0.886,809,43.4,25.42,-6.5,7.33,-2.18,20,55.2,29714,28905,"{""2012"": 66.8, ""2013"": 13.9, ""2014"": 68.2, ""2015"": 1.3, ""2016"": 22.6, ""2017"": 94.6, ""2018"": -17.6, ""2019"": 11.3, ""2020"": 46.0, ""2021"": 117.4, ""2022"": 10.4, ""2023"": 64.6, ""2024"": 47.5, ""2025"": -12.6, ""2026"": 12.2}",3.8
p6B_slots10_fixed0.1875,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 10, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1875, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,51.1,30.76,26.86,39.82,26.86,-45.1,-51.3,0.686,421,44.3,25.81,-6.34,7.659,-1.943,14,28.7,29714,29293,"{""2012"": 70.3, ""2013"": 24.2, ""2014"": 78.4, ""2015"": 3.0, ""2016"": 25.2, ""2017"": 107.7, ""2018"": -23.8, ""2019"": 14.8, ""2020"": 41.7, ""2021"": 104.8, ""2022"": 15.6, ""2023"": 75.0, ""2024"": 44.0, ""2025"": -13.0, ""2026"": 14.6}",3.0
p6B_slots16_risk0.01,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""risk"", ""risk_pct"": 0.01, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,65.46,32.99,25.21,39.35,25.21,-38.37,-48.72,0.829,642,42.6,25.99,-6.53,7.673,-2.261,19,43.8,29714,29072,"{""2012"": 66.0, ""2013"": 16.0, ""2014"": 73.5, ""2015"": 9.0, ""2016"": 26.4, ""2017"": 95.4, ""2018"": -20.6, ""2019"": 12.0, ""2020"": 43.6, ""2021"": 120.2, ""2022"": 9.0, ""2023"": 74.6, ""2024"": 37.8, ""2025"": -13.3, ""2026"": 11.3}",3.6
p6B_slots16_risk0.015,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""risk"", ""risk_pct"": 0.015, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,51.1,30.76,26.86,39.82,26.86,-45.1,-51.3,0.686,421,44.3,25.81,-6.34,7.659,-1.943,14,28.7,29714,29293,"{""2012"": 70.3, ""2013"": 24.2, ""2014"": 78.4, ""2015"": 3.0, ""2016"": 25.2, ""2017"": 107.7, ""2018"": -23.8, ""2019"": 14.8, ""2020"": 41.7, ""2021"": 104.8, ""2022"": 15.6, ""2023"": 75.0, ""2024"": 44.0, ""2025"": -13.0, ""2026"": 14.6}",3.0
p6B_slots16_risk0.02,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",2.8
p6B_slots16_fixed0.0625,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,51.9,30.9,22.91,36.1,22.91,-34.9,-42.29,0.882,1337,42.4,25.02,-6.47,6.919,-2.267,24,91.2,29714,28377,"{""2012"": 51.8, ""2013"": 9.6, ""2014"": 78.2, ""2015"": 0.2, ""2016"": 12.4, ""2017"": 96.9, ""2018"": -19.0, ""2019"": 15.3, ""2020"": 45.7, ""2021"": 107.4, ""2022"": 9.2, ""2023"": 71.2, ""2024"": 44.0, ""2025"": -13.3, ""2026"": 10.4}",4.4
p6B_slots16_fixed0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,58.19,31.93,24.59,38.3,24.59,-36.3,-44.86,0.886,809,43.4,25.42,-6.5,7.33,-2.18,20,55.2,29714,28905,"{""2012"": 66.8, ""2013"": 13.9, ""2014"": 68.2, ""2015"": 1.3, ""2016"": 22.6, ""2017"": 94.6, ""2018"": -17.6, ""2019"": 11.3, ""2020"": 46.0, ""2021"": 117.4, ""2022"": 10.4, ""2023"": 64.6, ""2024"": 47.5, ""2025"": -12.6, ""2026"": 12.2}",3.6
p6B_slots16_fixed0.1875,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 16, ""sizing"": ""fixed"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.1875, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,51.1,30.76,26.86,39.82,26.86,-45.1,-51.3,0.686,421,44.3,25.81,-6.34,7.659,-1.943,14,28.7,29714,29293,"{""2012"": 70.3, ""2013"": 24.2, ""2014"": 78.4, ""2015"": 3.0, ""2016"": 25.2, ""2017"": 107.7, ""2018"": -23.8, ""2019"": 14.8, ""2020"": 41.7, ""2021"": 104.8, ""2022"": 15.6, ""2023"": 75.0, ""2024"": 44.0, ""2025"": -13.0, ""2026"": 14.6}",2.8
p6C_stop0.06_be0.0,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.06, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,82.4,35.07,22.03,43.41,22.03,-47.18,-52.97,0.745,268,42.0,27.56,-5.9,8.394,-2.425,11,18.3,29714,29446,"{""2012"": 88.4, ""2013"": 19.8, ""2014"": 75.0, ""2015"": 6.9, ""2016"": 41.7, ""2017"": 84.8, ""2018"": -24.6, ""2019"": 14.5, ""2020"": 34.0, ""2021"": 103.5, ""2022"": 17.8, ""2023"": 73.8, ""2024"": 31.4, ""2025"": -3.3, ""2026"": 9.9}",2.7
p6C_stop0.06_be0.05,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.06, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.05, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,43.5,29.34,18.32,47.62,18.32,-47.13,-57.69,0.642,326,34.7,25.26,-4.44,6.181,-1.388,16,22.2,29714,29388,"{""2012"": 66.3, ""2013"": 15.2, ""2014"": 74.0, ""2015"": -1.2, ""2016"": -13.1, ""2017"": 106.4, ""2018"": -23.2, ""2019"": 19.9, ""2020"": 38.2, ""2021"": 105.2, ""2022"": 12.0, ""2023"": 97.0, ""2024"": 35.4, ""2025"": -13.0, ""2026"": -3.8}",2.9
p6C_stop0.06_be0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.06, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.1, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,95.58,36.43,22.91,44.88,22.91,-45.34,-56.47,0.839,274,38.9,28.61,-5.42,8.279,-2.422,12,18.7,29714,29439,"{""2012"": 79.6, ""2013"": 20.1, ""2014"": 71.6, ""2015"": 6.4, ""2016"": 41.0, ""2017"": 104.6, ""2018"": -27.1, ""2019"": 26.4, ""2020"": 36.8, ""2021"": 100.9, ""2022"": 12.0, ""2023"": 58.8, ""2024"": 37.0, ""2025"": -14.7, ""2026"": 14.6}",2.8
p6C_stop0.06_be0.2,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.06, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.2, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,75.56,34.29,23.47,44.88,23.47,-47.34,-55.62,0.779,267,41.0,28.08,-5.78,8.392,-2.504,11,18.2,29714,29447,"{""2012"": 88.4, ""2013"": 19.8, ""2014"": 75.0, ""2015"": 11.6, ""2016"": 42.0, ""2017"": 85.8, ""2018"": -23.8, ""2019"": 15.8, ""2020"": 34.0, ""2021"": 102.7, ""2022"": 12.0, ""2023"": 67.0, ""2024"": 34.4, ""2025"": -3.3, ""2026"": 14.4}",3.1
p6C_stop0.07_be0.0,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.07, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,50.48,30.58,25.12,49.27,25.12,-43.2,-55.91,0.734,277,43.1,26.31,-6.21,7.454,-2.168,10,18.9,29714,29437,"{""2012"": 76.2, ""2013"": 24.3, ""2014"": 83.2, ""2015"": -4.3, ""2016"": 40.6, ""2017"": 100.8, ""2018"": -22.0, ""2019"": 12.9, ""2020"": 53.9, ""2021"": 91.3, ""2022"": 19.8, ""2023"": 49.4, ""2024"": 20.2, ""2025"": -15.0, ""2026"": 10.1}",3.0
p6C_stop0.07_be0.05,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.07, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.05, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,67.09,33.21,19.18,43.1,19.18,-50.3,-57.14,0.647,324,36.2,26.8,-4.47,7.171,-1.09,14,22.1,29714,29390,"{""2012"": 54.4, ""2013"": 12.4, ""2014"": 105.2, ""2015"": -5.4, ""2016"": -0.4, ""2017"": 129.4, ""2018"": -20.4, ""2019"": 18.2, ""2020"": 47.2, ""2021"": 117.5, ""2022"": 3.2, ""2023"": 82.1, ""2024"": 24.8, ""2025"": -6.8, ""2026"": -0.2}",2.8
p6C_stop0.07_be0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.07, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.1, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,56.35,31.56,25.3,47.03,25.3,-44.8,-50.52,0.732,284,40.4,26.58,-5.66,7.741,-2.184,11,19.4,29714,29429,"{""2012"": 74.4, ""2013"": 22.7, ""2014"": 98.1, ""2015"": -5.8, ""2016"": 37.6, ""2017"": 113.5, ""2018"": -19.9, ""2019"": 18.0, ""2020"": 48.0, ""2021"": 109.4, ""2022"": 5.8, ""2023"": 51.6, ""2024"": 31.2, ""2025"": -16.2, ""2026"": 6.4}",3.0
