venue,cell,weekday,n,exc_p50,exc_p90,exc_p95,exc_max,mon_cur_era_n,mon_cur_p50,mon_cur_p95
SENSEX,W_1130_1330,Fri,274,28.2,63.5,75.2,166.2,,,
SENSEX,W_1130_1330,Mon,280,29.1,70.9,85.3,226.1,50,26.1,93.4
SENSEX,W_1130_1330,Thu,242,27.8,70.3,87.6,160.9,,,
SENSEX,W_1130_1330,Tue,279,29.1,70.0,91.8,386.7,,,
SENSEX,W_1130_1330,Wed,277,29.5,67.0,77.5,122.2,,,
SENSEX,W_1145_1215,Fri,275,13.0,29.5,37.2,98.2,,,
SENSEX,W_1145_1215,Mon,280,13.7,31.5,41.6,70.7,50,12.6,39.1
SENSEX,W_1145_1215,Thu,242,13.5,30.0,38.8,112.6,,,
SENSEX,W_1145_1215,Tue,279,13.4,30.5,38.9,282.7,,,
SENSEX,W_1145_1215,Wed,276,13.6,27.6,32.9,69.8,,,
SENSEX,W_1145_1230,Fri,275,16.4,39.7,45.9,105.5,,,
SENSEX,W_1145_1230,Mon,280,17.0,38.4,48.5,88.3,50,15.0,48.5
SENSEX,W_1145_1230,Thu,242,17.2,35.3,43.1,119.7,,,
SENSEX,W_1145_1230,Tue,279,16.7,35.0,49.1,361.4,,,
SENSEX,W_1145_1230,Wed,276,15.9,33.0,42.0,69.8,,,
SENSEX,W_1145_1245,Fri,275,19.2,46.7,55.1,118.3,,,
SENSEX,W_1145_1245,Mon,280,20.5,46.7,56.5,100.6,50,18.3,56.5
SENSEX,W_1145_1245,Thu,242,19.7,44.4,55.2,119.7,,,
SENSEX,W_1145_1245,Tue,279,21.2,44.2,56.7,361.4,,,
SENSEX,W_1145_1245,Wed,276,19.5,41.4,50.6,97.1,,,
SENSEX,W_1145_1300,Fri,275,21.0,52.3,62.7,129.2,,,
SENSEX,W_1145_1300,Mon,280,22.8,52.8,69.0,184.3,50,21.5,63.3
SENSEX,W_1145_1300,Thu,242,22.7,50.1,61.4,119.7,,,
SENSEX,W_1145_1300,Tue,279,23.7,49.3,65.1,361.4,,,
SENSEX,W_1145_1300,Wed,276,22.6,50.1,61.3,115.8,,,
SENSEX,W_1145_1315,Fri,275,23.3,59.0,68.0,136.7,,,
SENSEX,W_1145_1315,Mon,280,24.7,56.5,75.5,184.3,50,23.2,63.3
SENSEX,W_1145_1315,Thu,242,24.4,59.3,73.7,134.8,,,
SENSEX,W_1145_1315,Tue,279,25.9,59.7,78.9,361.4,,,
SENSEX,W_1145_1315,Wed,276,25.2,54.5,66.5,116.5,,,
SENSEX,W_1145_1330,Fri,275,25.3,59.5,71.7,143.3,,,
SENSEX,W_1145_1330,Mon,280,26.9,59.1,79.8,218.4,50,23.7,95.9
SENSEX,W_1145_1330,Thu,242,26.6,68.3,84.2,142.5,,,
SENSEX,W_1145_1330,Tue,279,27.1,65.2,81.2,361.4,,,
SENSEX,W_1145_1330,Wed,276,27.2,57.0,68.4,116.5,,,
SENSEX,W_1145_1345,Fri,275,28.4,66.7,82.6,171.0,,,
SENSEX,W_1145_1345,Mon,280,28.5,63.3,85.6,251.7,50,24.8,95.9
SENSEX,W_1145_1345,Thu,242,28.4,69.1,91.0,158.7,,,
SENSEX,W_1145_1345,Tue,279,29.6,70.9,87.7,361.4,,,
SENSEX,W_1145_1345,Wed,276,28.7,63.4,72.1,116.5,,,
SENSEX,W_1200_1230,Fri,275,13.7,32.6,38.8,92.8,,,
SENSEX,W_1200_1230,Mon,280,14.4,33.2,41.8,84.1,50,11.8,43.5
SENSEX,W_1200_1230,Thu,242,13.7,28.3,35.3,112.0,,,
SENSEX,W_1200_1230,Tue,279,13.9,29.2,37.9,279.5,,,
SENSEX,W_1200_1230,Wed,276,13.1,27.7,33.0,64.5,,,
SENSEX,W_1200_1245,Fri,275,17.3,41.6,50.1,114.7,,,
SENSEX,W_1200_1245,Mon,280,17.5,42.7,52.1,93.0,50,15.1,52.1
SENSEX,W_1200_1245,Thu,242,17.9,38.8,43.5,112.0,,,
SENSEX,W_1200_1245,Tue,279,18.1,37.4,47.6,279.5,,,
SENSEX,W_1200_1245,Wed,276,16.5,34.1,43.1,95.6,,,
SENSEX,W_1200_1300,Fri,275,19.6,45.1,56.1,146.4,,,
SENSEX,W_1200_1300,Mon,280,20.5,49.9,59.6,172.1,50,18.1,58.2
SENSEX,W_1200_1300,Thu,242,19.5,45.0,53.9,112.0,,,
SENSEX,W_1200_1300,Tue,279,21.9,46.5,56.6,279.5,,,
SENSEX,W_1200_1300,Wed,276,19.5,41.5,51.8,114.4,,,
SENSEX,W_1200_1315,Fri,275,21.4,52.0,62.0,146.4,,,
SENSEX,W_1200_1315,Mon,280,23.2,52.8,63.7,172.1,50,20.2,83.1
SENSEX,W_1200_1315,Thu,242,23.4,52.6,63.8,129.8,,,
SENSEX,W_1200_1315,Tue,279,24.3,52.6,78.5,279.5,,,
SENSEX,W_1200_1315,Wed,276,21.4,49.1,62.2,115.0,,,
SENSEX,W_1200_1330,Fri,275,24.1,52.8,66.4,149.9,,,
SENSEX,W_1200_1330,Mon,280,25.0,54.9,72.1,206.3,50,24.0,90.4
SENSEX,W_1200_1330,Thu,242,25.5,57.3,71.3,141.7,,,
SENSEX,W_1200_1330,Tue,279,25.2,55.9,79.4,279.5,,,
SENSEX,W_1200_1330,Wed,276,24.5,53.0,66.7,115.0,,,
SENSEX,W_1200_1345,Fri,275,26.9,59.5,71.1,170.9,,,
SENSEX,W_1200_1345,Mon,280,26.6,62.7,80.9,239.5,50,24.5,90.4
SENSEX,W_1200_1345,Thu,242,27.0,62.5,85.7,166.9,,,
SENSEX,W_1200_1345,Tue,279,29.2,62.5,85.9,279.5,,,
SENSEX,W_1200_1345,Wed,276,26.2,61.5,72.4,115.0,,,
SENSEX,W_1200_1400,Fri,275,30.2,67.3,82.8,170.9,,,
SENSEX,W_1200_1400,Mon,280,28.5,67.2,87.0,251.9,50,25.8,90.4
SENSEX,W_1200_1400,Thu,242,28.0,66.7,87.9,193.2,,,
SENSEX,W_1200_1400,Tue,279,31.5,76.1,94.8,279.5,,,
SENSEX,W_1200_1400,Wed,276,28.5,66.5,82.4,115.0,,,
SENSEX,W_1215_1245,Fri,275,14.5,32.5,42.2,113.2,,,
SENSEX,W_1215_1245,Mon,280,14.5,30.0,38.4,62.5,50,11.9,31.4
SENSEX,W_1215_1245,Thu,242,13.9,31.6,38.0,58.2,,,
SENSEX,W_1215_1245,Tue,279,13.8,33.8,47.3,182.3,,,
SENSEX,W_1215_1245,Wed,276,12.7,27.6,37.5,122.2,,,
SENSEX,W_1215_1300,Fri,275,17.4,41.0,45.3,162.7,,,
SENSEX,W_1215_1300,Mon,280,17.0,37.3,45.5,223.8,50,14.2,53.2
SENSEX,W_1215_1300,Thu,242,17.0,40.0,45.7,81.6,,,
SENSEX,W_1215_1300,Tue,279,16.8,41.2,56.8,182.3,,,
SENSEX,W_1215_1300,Wed,276,16.1,36.0,46.5,141.1,,,
SENSEX,W_1215_1315,Fri,275,20.1,45.3,55.6,162.7,,,
SENSEX,W_1215_1315,Mon,280,19.8,39.7,54.4,223.8,50,16.5,56.8
SENSEX,W_1215_1315,Thu,242,19.4,45.0,55.4,110.6,,,
SENSEX,W_1215_1315,Tue,279,20.1,54.4,67.2,201.7,,,
SENSEX,W_1215_1315,Wed,276,19.6,39.7,56.2,141.7,,,
SENSEX,W_1215_1330,Fri,275,22.0,47.2,63.9,166.2,,,
SENSEX,W_1215_1330,Mon,280,22.0,45.5,57.9,258.1,50,19.2,56.8
SENSEX,W_1215_1330,Thu,242,21.8,50.1,74.0,143.4,,,
SENSEX,W_1215_1330,Tue,279,22.8,57.9,70.9,201.7,,,
SENSEX,W_1215_1330,Wed,276,22.2,43.4,60.1,141.7,,,
SENSEX,W_1215_1345,Fri,275,24.3,56.9,70.6,180.4,,,
SENSEX,W_1215_1345,Mon,280,24.1,50.5,68.7,291.5,50,21.6,56.8
SENSEX,W_1215_1345,Thu,242,24.7,57.9,75.0,161.5,,,
SENSEX,W_1215_1345,Tue,279,26.3,61.8,71.7,201.7,,,
SENSEX,W_1215_1345,Wed,276,24.2,55.5,72.1,141.7,,,
SENSEX,W_1215_1400,Fri,275,27.6,63.3,78.5,180.4,,,
SENSEX,W_1215_1400,Mon,280,26.1,56.8,77.1,304.0,50,25.9,60.9
SENSEX,W_1215_1400,Thu,242,25.7,63.9,85.5,181.5,,,
SENSEX,W_1215_1400,Tue,279,29.0,68.9,83.3,240.7,,,
SENSEX,W_1215_1400,Wed,276,26.8,63.3,75.1,141.7,,,
SENSEX,W_1215_1415,Fri,275,30.6,71.2,90.9,186.8,,,
SENSEX,W_1215_1415,Mon,280,28.4,63.8,78.8,304.0,50,26.3,66.6
SENSEX,W_1215_1415,Thu,242,29.1,75.0,90.0,216.5,,,
SENSEX,W_1215_1415,Tue,279,30.6,77.6,103.3,240.7,,,
SENSEX,W_1215_1415,Wed,276,29.0,67.9,80.2,142.4,,,
SENSEX,W_1230_1300,Fri,275,14.0,33.3,37.8,158.7,,,
SENSEX,W_1230_1300,Mon,280,15.1,33.2,38.5,186.4,50,13.3,36.3
SENSEX,W_1230_1300,Thu,242,14.0,32.2,37.6,61.7,,,
SENSEX,W_1230_1300,Tue,279,12.9,36.8,50.0,245.0,,,
SENSEX,W_1230_1300,Wed,276,13.8,30.4,39.5,65.6,,,
SENSEX,W_1230_1315,Fri,275,17.1,41.1,45.8,158.7,,,
SENSEX,W_1230_1315,Mon,280,17.0,36.8,45.8,186.4,50,16.6,36.3
SENSEX,W_1230_1315,Thu,242,16.1,37.3,49.7,126.8,,,
SENSEX,W_1230_1315,Tue,279,15.9,46.9,64.9,245.0,,,
SENSEX,W_1230_1315,Wed,276,15.9,37.7,49.3,103.8,,,
SENSEX,W_1230_1330,Fri,275,19.0,45.0,52.8,162.2,,,
SENSEX,W_1230_1330,Mon,280,20.5,42.3,48.8,220.6,50,19.0,47.7
SENSEX,W_1230_1330,Thu,242,19.4,47.7,61.7,139.4,,,
SENSEX,W_1230_1330,Tue,279,20.0,50.9,71.4,290.7,,,
SENSEX,W_1230_1330,Wed,276,19.0,39.8,55.3,103.8,,,
SENSEX,W_1230_1345,Fri,275,23.1,54.3,63.4,176.4,,,
SENSEX,W_1230_1345,Mon,280,24.1,46.9,58.8,253.9,50,22.5,47.7
SENSEX,W_1230_1345,Thu,242,22.6,54.6,72.4,159.6,,,
SENSEX,W_1230_1345,Tue,279,24.3,57.0,77.5,290.7,,,
SENSEX,W_1230_1345,Wed,276,22.6,48.3,60.5,103.8,,,
SENSEX,W_1230_1400,Fri,275,26.7,61.1,68.3,176.4,,,
SENSEX,W_1230_1400,Mon,280,26.0,54.4,66.5,266.3,50,23.0,48.8
SENSEX,W_1230_1400,Thu,242,25.0,59.2,73.5,185.9,,,
SENSEX,W_1230_1400,Tue,279,26.0,60.5,78.4,349.4,,,
SENSEX,W_1230_1400,Wed,276,23.8,56.0,71.4,103.8,,,
SENSEX,W_1230_1415,Fri,275,29.9,65.1,83.5,179.5,,,
SENSEX,W_1230_1415,Mon,280,28.7,60.5,72.5,266.3,50,23.0,48.8
SENSEX,W_1230_1415,Thu,242,27.7,69.5,85.8,212.6,,,
SENSEX,W_1230_1415,Tue,279,27.9,73.0,92.4,349.4,,,
SENSEX,W_1230_1415,Wed,276,26.2,63.2,80.1,138.0,,,
SENSEX,W_1230_1430,Fri,275,31.9,69.7,90.6,188.8,,,
SENSEX,W_1230_1430,Mon,280,30.1,64.2,82.4,267.6,50,29.4,75.2
SENSEX,W_1230_1430,Thu,242,29.0,74.8,90.3,226.7,,,
SENSEX,W_1230_1430,Tue,279,30.1,77.3,102.1,349.4,,,
SENSEX,W_1230_1430,Wed,276,29.7,65.3,82.2,139.9,,,
SENSEX,W_1245_1315,Fri,275,14.2,29.8,39.9,74.8,,,
SENSEX,W_1245_1315,Mon,280,13.4,32.5,38.9,208.0,50,12.5,35.6
SENSEX,W_1245_1315,Thu,242,13.4,30.2,39.1,108.2,,,
SENSEX,W_1245_1315,Tue,279,14.5,35.4,44.6,196.3,,,
SENSEX,W_1245_1315,Wed,276,14.4,32.3,41.4,99.6,,,
SENSEX,W_1245_1330,Fri,275,17.1,39.0,44.7,74.8,,,
SENSEX,W_1245_1330,Mon,280,16.7,40.0,47.6,242.2,50,16.0,45.5
SENSEX,W_1245_1330,Thu,242,17.0,37.1,50.1,128.9,,,
SENSEX,W_1245_1330,Tue,279,17.6,42.9,52.4,196.3,,,
SENSEX,W_1245_1330,Wed,276,17.8,39.9,46.5,99.6,,,
SENSEX,W_1245_1345,Fri,275,20.9,48.1,58.3,124.3,,,
SENSEX,W_1245_1345,Mon,280,19.2,46.2,54.3,275.6,50,16.7,46.2
SENSEX,W_1245_1345,Thu,242,20.4,46.9,64.3,153.9,,,
SENSEX,W_1245_1345,Tue,279,20.9,51.3,60.2,196.3,,,
SENSEX,W_1245_1345,Wed,276,20.4,46.3,56.8,104.9,,,
SENSEX,W_1245_1400,Fri,275,23.1,58.3,67.7,124.3,,,
SENSEX,W_1245_1400,Mon,280,22.4,52.7,63.9,288.0,50,20.7,48.1
SENSEX,W_1245_1400,Thu,242,21.6,54.5,76.7,180.2,,,
SENSEX,W_1245_1400,Tue,279,23.7,54.7,70.4,230.8,,,
SENSEX,W_1245_1400,Wed,276,23.0,51.7,65.6,131.4,,,
SENSEX,W_1245_1415,Fri,275,27.8,62.9,78.9,158.6,,,
SENSEX,W_1245_1415,Mon,280,24.4,57.8,69.1,288.0,50,21.5,64.7
SENSEX,W_1245_1415,Thu,242,25.3,64.4,84.2,202.1,,,
SENSEX,W_1245_1415,Tue,279,26.3,59.5,81.3,230.8,,,
SENSEX,W_1245_1415,Wed,276,24.3,57.0,73.0,141.6,,,
SENSEX,W_1245_1430,Fri,275,30.3,64.7,88.4,167.9,,,
SENSEX,W_1245_1430,Mon,280,26.7,63.4,74.0,289.3,50,24.2,83.1
SENSEX,W_1245_1430,Thu,242,27.4,66.8,87.2,216.3,,,
SENSEX,W_1245_1430,Tue,279,29.1,68.9,87.7,230.8,,,
SENSEX,W_1245_1430,Wed,276,26.4,65.2,79.3,163.9,,,
SENSEX,W_1245_1445,Fri,275,32.1,72.0,91.6,167.9,,,
SENSEX,W_1245_1445,Mon,280,29.5,69.1,87.2,341.7,50,25.2,92.2
SENSEX,W_1245_1445,Thu,242,30.6,72.4,92.3,216.3,,,
SENSEX,W_1245_1445,Tue,279,31.5,74.4,93.1,230.8,,,
SENSEX,W_1245_1445,Wed,276,29.3,71.4,91.9,223.5,,,
SENSEX,W_1300_1330,Fri,275,13.6,29.3,36.4,68.1,,,
SENSEX,W_1300_1330,Mon,280,14.7,30.6,37.6,72.8,50,13.0,36.3
SENSEX,W_1300_1330,Thu,242,14.1,35.0,42.4,102.2,,,
SENSEX,W_1300_1330,Tue,279,13.7,33.6,44.0,161.5,,,
SENSEX,W_1300_1330,Wed,276,15.3,29.4,36.6,97.1,,,
SENSEX,W_1300_1345,Fri,275,18.2,37.8,45.2,132.6,,,
SENSEX,W_1300_1345,Mon,280,17.6,38.0,46.5,78.6,50,16.6,40.0
SENSEX,W_1300_1345,Thu,242,17.0,45.8,53.8,122.2,,,
SENSEX,W_1300_1345,Tue,279,17.8,41.1,53.1,161.5,,,
SENSEX,W_1300_1345,Wed,276,17.3,38.1,48.5,133.5,,,
SENSEX,W_1300_1400,Fri,275,21.5,47.6,57.8,132.6,,,
SENSEX,W_1300_1400,Mon,280,20.7,43.5,55.6,90.9,50,18.6,42.5
SENSEX,W_1300_1400,Thu,242,19.9,50.3,62.7,148.4,,,
SENSEX,W_1300_1400,Tue,279,21.6,47.4,63.0,198.6,,,
SENSEX,W_1300_1400,Wed,276,20.8,48.5,61.0,159.9,,,
SENSEX,W_1300_1415,Fri,275,24.9,53.0,65.3,158.0,,,
SENSEX,W_1300_1415,Mon,280,22.4,52.2,63.7,146.4,50,20.0,47.9
SENSEX,W_1300_1415,Thu,242,24.4,57.2,77.8,175.7,,,
SENSEX,W_1300_1415,Tue,279,24.5,53.5,74.5,198.6,,,
SENSEX,W_1300_1415,Wed,276,22.4,55.2,67.6,170.1,,,
SENSEX,W_1300_1430,Fri,275,27.2,60.1,78.1,167.3,,,
SENSEX,W_1300_1430,Mon,280,24.9,58.5,70.2,146.4,50,23.7,62.8
SENSEX,W_1300_1430,Thu,242,26.6,60.8,87.4,189.8,,,
SENSEX,W_1300_1430,Tue,279,26.6,57.5,80.5,198.6,,,
SENSEX,W_1300_1430,Wed,276,25.2,60.6,72.9,192.3,,,
SENSEX,W_1300_1445,Fri,275,29.6,62.6,84.1,167.3,,,
SENSEX,W_1300_1445,Mon,280,28.3,66.9,79.3,146.4,50,25.9,71.9
SENSEX,W_1300_1445,Thu,242,30.4,66.0,87.4,189.8,,,
SENSEX,W_1300_1445,Tue,279,29.3,66.2,91.4,198.6,,,
SENSEX,W_1300_1445,Wed,276,27.0,63.8,85.7,251.8,,,
SENSEX,W_1300_1500,Fri,275,32.7,69.6,90.4,167.3,,,
SENSEX,W_1300_1500,Mon,280,31.4,70.2,88.4,167.0,50,27.2,81.3
SENSEX,W_1300_1500,Thu,242,35.9,73.9,104.4,189.8,,,
SENSEX,W_1300_1500,Tue,279,31.4,74.1,97.4,205.6,,,
SENSEX,W_1300_1500,Wed,276,30.8,67.6,86.0,316.0,,,
SENSEX,W_1315_1345,Fri,275,16.5,30.3,39.0,137.1,,,
SENSEX,W_1315_1345,Mon,280,15.0,33.1,45.6,106.5,50,13.8,30.5
SENSEX,W_1315_1345,Thu,242,15.8,34.9,43.8,115.6,,,
SENSEX,W_1315_1345,Tue,279,15.1,34.9,41.9,102.5,,,
SENSEX,W_1315_1345,Wed,276,14.8,31.1,38.3,111.2,,,
SENSEX,W_1315_1400,Fri,275,19.9,44.3,51.3,137.1,,,
SENSEX,W_1315_1400,Mon,280,18.5,41.9,49.3,118.8,50,17.0,43.6
SENSEX,W_1315_1400,Thu,242,18.4,41.2,54.6,125.2,,,
SENSEX,W_1315_1400,Tue,279,18.0,41.6,55.6,160.1,,,
SENSEX,W_1315_1400,Wed,276,18.3,38.9,49.5,137.6,,,
SENSEX,W_1315_1415,Fri,275,23.9,52.6,66.0,152.7,,,
SENSEX,W_1315_1415,Mon,280,21.2,49.8,60.4,148.3,50,18.6,43.6
SENSEX,W_1315_1415,Thu,242,23.5,49.7,62.3,145.5,,,
SENSEX,W_1315_1415,Tue,279,22.5,49.7,60.6,160.1,,,
SENSEX,W_1315_1415,Wed,276,20.6,47.4,57.7,147.8,,,
SENSEX,W_1315_1430,Fri,275,25.9,59.5,69.4,162.1,,,
SENSEX,W_1315_1430,Mon,280,23.7,53.6,66.6,148.3,50,21.2,58.0
SENSEX,W_1315_1430,Thu,242,26.2,54.6,68.0,159.7,,,
SENSEX,W_1315_1430,Tue,279,25.4,53.8,78.9,167.0,,,
SENSEX,W_1315_1430,Wed,276,23.9,51.2,66.7,170.1,,,
SENSEX,W_1315_1445,Fri,275,28.0,64.7,79.5,162.1,,,
SENSEX,W_1315_1445,Mon,280,25.6,60.8,77.5,171.6,50,21.2,67.1
SENSEX,W_1315_1445,Thu,242,30.4,62.1,71.5,159.7,,,
SENSEX,W_1315_1445,Tue,279,28.6,60.7,80.1,167.5,,,
SENSEX,W_1315_1445,Wed,276,26.3,59.0,77.0,229.7,,,
SENSEX,W_1315_1500,Fri,275,29.3,70.5,81.6,162.1,,,
SENSEX,W_1315_1500,Mon,280,28.2,63.8,89.6,173.3,50,22.0,72.1
SENSEX,W_1315_1500,Thu,242,32.6,66.7,89.2,159.7,,,
SENSEX,W_1315_1500,Tue,279,30.8,70.1,96.0,188.7,,,
SENSEX,W_1315_1500,Wed,276,29.9,65.4,77.0,294.1,,,
SENSEX,W_1315_1515,Fri,275,35.7,73.8,100.6,204.5,,,
SENSEX,W_1315_1515,Mon,280,32.0,77.5,93.8,173.3,50,28.4,81.7
SENSEX,W_1315_1515,Thu,242,36.7,72.7,94.1,192.2,,,
SENSEX,W_1315_1515,Tue,279,34.3,82.6,111.4,188.7,,,
SENSEX,W_1315_1515,Wed,276,32.9,71.3,85.3,294.1,,,
SENSEX,W_1330_1400,Fri,275,17.0,38.1,44.1,117.9,,,
SENSEX,W_1330_1400,Mon,280,14.1,34.5,41.5,76.2,50,12.6,36.8
SENSEX,W_1330_1400,Thu,242,15.0,36.4,43.1,107.7,,,
SENSEX,W_1330_1400,Tue,279,15.2,34.6,42.8,134.0,,,
SENSEX,W_1330_1400,Wed,276,15.1,32.9,46.2,89.7,,,
SENSEX,W_1330_1415,Fri,275,21.4,47.2,63.7,152.2,,,
SENSEX,W_1330_1415,Mon,280,17.3,41.5,49.0,109.1,50,16.9,40.3
SENSEX,W_1330_1415,Thu,242,19.4,46.2,60.2,125.3,,,
SENSEX,W_1330_1415,Tue,279,19.5,42.7,58.1,143.2,,,
SENSEX,W_1330_1415,Wed,276,18.9,44.2,53.6,144.7,,,
SENSEX,W_1330_1430,Fri,275,24.4,52.1,70.2,161.6,,,
SENSEX,W_1330_1430,Mon,280,20.8,48.8,62.3,109.1,50,20.9,52.6
SENSEX,W_1330_1430,Thu,242,23.2,50.8,62.1,125.3,,,
SENSEX,W_1330_1430,Tue,279,22.8,53.5,66.0,143.2,,,
SENSEX,W_1330_1430,Wed,276,22.3,51.8,62.9,146.6,,,
SENSEX,W_1330_1445,Fri,275,26.8,59.4,71.3,161.6,,,
SENSEX,W_1330_1445,Mon,280,23.0,54.5,75.7,139.0,50,22.0,65.3
SENSEX,W_1330_1445,Thu,242,28.5,53.8,66.1,125.3,,,
SENSEX,W_1330_1445,Tue,279,26.8,61.9,78.1,181.2,,,
SENSEX,W_1330_1445,Wed,276,24.9,58.5,73.1,178.4,,,
SENSEX,W_1330_1500,Fri,275,30.1,64.0,80.1,161.6,,,
SENSEX,W_1330_1500,Mon,280,25.6,64.2,81.4,165.7,50,23.4,75.3
SENSEX,W_1330_1500,Thu,242,32.0,59.9,88.9,152.8,,,
SENSEX,W_1330_1500,Tue,279,29.8,66.1,84.8,218.1,,,
SENSEX,W_1330_1500,Wed,276,27.0,63.8,78.5,243.1,,,
SENSEX,W_1330_1515,Fri,275,34.7,72.7,92.2,184.8,,,
SENSEX,W_1330_1515,Mon,280,29.5,73.4,87.3,165.7,50,25.6,84.8
SENSEX,W_1330_1515,Thu,242,36.7,68.1,94.4,175.5,,,
SENSEX,W_1330_1515,Tue,279,32.7,80.2,102.7,218.1,,,
SENSEX,W_1330_1515,Wed,276,31.1,69.2,85.9,243.1,,,
SENSEX,W_1330_1520,Fri,275,35.6,76.4,92.2,184.8,,,
SENSEX,W_1330_1520,Mon,280,29.9,75.8,87.3,165.7,50,27.0,84.8
SENSEX,W_1330_1520,Thu,242,36.8,70.2,98.3,175.5,,,
SENSEX,W_1330_1520,Tue,279,33.1,81.4,103.4,219.3,,,
SENSEX,W_1330_1520,Wed,276,32.1,72.9,90.4,243.1,,,
SENSEX,W_1345_1415,Fri,275,17.3,37.9,50.9,93.2,,,
SENSEX,W_1345_1415,Mon,280,14.5,33.1,43.2,103.1,50,12.4,36.2
SENSEX,W_1345_1415,Thu,242,15.4,41.9,47.5,95.9,,,
SENSEX,W_1345_1415,Tue,280,15.7,37.8,50.6,96.3,,,
SENSEX,W_1345_1415,Wed,276,15.0,35.6,42.1,139.7,,,
SENSEX,W_1345_1430,Fri,275,21.3,45.4,59.5,111.5,,,
SENSEX,W_1345_1430,Mon,280,19.0,42.1,49.4,119.5,50,16.6,46.7
SENSEX,W_1345_1430,Thu,242,19.2,47.3,53.0,110.1,,,
SENSEX,W_1345_1430,Tue,280,18.3,50.7,61.3,112.4,,,
SENSEX,W_1345_1430,Wed,276,18.7,42.0,52.5,141.6,,,
SENSEX,W_1345_1445,Fri,275,24.0,51.1,65.9,124.5,,,
SENSEX,W_1345_1445,Mon,280,22.5,46.7,60.4,156.3,50,18.0,46.7
SENSEX,W_1345_1445,Thu,242,24.1,52.7,61.3,110.1,,,
SENSEX,W_1345_1445,Tue,280,23.2,56.6,72.3,135.0,,,
SENSEX,W_1345_1445,Wed,276,22.5,52.5,65.5,154.0,,,
SENSEX,W_1345_1500,Fri,275,27.9,58.2,70.4,130.8,,,
SENSEX,W_1345_1500,Mon,280,24.7,54.4,71.0,183.0,50,22.2,69.3
SENSEX,W_1345_1500,Thu,242,26.9,60.9,73.8,150.2,,,
SENSEX,W_1345_1500,Tue,280,25.9,63.7,80.2,145.5,,,
SENSEX,W_1345_1500,Wed,276,25.1,57.8,69.3,195.9,,,
SENSEX,W_1345_1515,Fri,275,33.1,66.4,75.3,187.4,,,
SENSEX,W_1345_1515,Mon,280,28.4,65.7,81.9,183.0,50,24.2,80.1
SENSEX,W_1345_1515,Thu,242,33.2,68.9,85.1,172.9,,,
SENSEX,W_1345_1515,Tue,280,30.6,72.8,97.5,166.3,,,
SENSEX,W_1345_1515,Wed,276,29.6,67.6,80.7,195.9,,,
SENSEX,W_1345_1520,Fri,275,34.1,68.6,75.9,187.4,,,
SENSEX,W_1345_1520,Mon,280,28.9,65.7,83.2,183.0,50,24.3,80.1
SENSEX,W_1345_1520,Thu,242,34.2,71.8,85.1,172.9,,,
SENSEX,W_1345_1520,Tue,280,31.1,76.4,99.2,182.2,,,
SENSEX,W_1345_1520,Wed,276,30.2,70.3,81.5,195.9,,,
SENSEX,W_1400_1430,Fri,275,16.8,40.2,49.8,102.8,,,
SENSEX,W_1400_1430,Mon,280,14.6,35.8,48.2,104.5,50,12.6,29.3
SENSEX,W_1400_1430,Thu,242,17.6,37.7,46.2,98.0,,,
SENSEX,W_1400_1430,Tue,280,15.9,35.3,43.7,130.2,,,
SENSEX,W_1400_1430,Wed,276,14.6,34.5,40.6,105.9,,,
SENSEX,W_1400_1445,Fri,275,20.9,47.1,62.6,115.9,,,
SENSEX,W_1400_1445,Mon,280,18.9,44.7,58.7,141.2,50,15.3,38.8
SENSEX,W_1400_1445,Thu,242,20.6,45.9,56.6,98.0,,,
SENSEX,W_1400_1445,Tue,280,20.1,41.8,53.2,130.2,,,
SENSEX,W_1400_1445,Wed,276,19.3,45.9,58.4,157.4,,,
SENSEX,W_1400_1500,Fri,275,25.4,56.5,65.7,122.2,,,
SENSEX,W_1400_1500,Mon,280,22.2,54.4,63.7,167.9,50,19.9,63.7
SENSEX,W_1400_1500,Thu,242,24.3,51.5,63.2,140.1,,,
SENSEX,W_1400_1500,Tue,280,22.6,50.9,63.9,168.3,,,
SENSEX,W_1400_1500,Wed,276,22.8,54.8,65.6,174.2,,,
SENSEX,W_1400_1515,Fri,275,31.1,63.8,73.8,178.8,,,
SENSEX,W_1400_1515,Mon,280,26.9,59.2,77.3,167.9,50,21.6,84.7
SENSEX,W_1400_1515,Thu,242,29.4,62.1,71.6,162.8,,,
SENSEX,W_1400_1515,Tue,280,26.7,62.8,77.4,204.7,,,
SENSEX,W_1400_1515,Wed,276,26.9,63.0,73.6,174.2,,,
SENSEX,W_1400_1520,Fri,275,31.1,64.4,75.1,178.8,,,
SENSEX,W_1400_1520,Mon,280,27.5,60.3,80.2,167.9,50,23.7,84.7
SENSEX,W_1400_1520,Thu,242,30.3,63.2,74.1,163.0,,,
SENSEX,W_1400_1520,Tue,280,27.9,64.9,83.4,204.7,,,
SENSEX,W_1400_1520,Wed,276,27.7,64.7,73.7,174.2,,,
